"Group","Freq","SurveyName","Country","StartYear"
"Infecund, Menopausal",0.0604437900382292,"IDIR63FL.DTA","Indonesia",2012
"Married, Does Not Want Child within 2 Years",0.546649125632317,"IDIR63FL.DTA","Indonesia",2012
"Married, Wants Child within 2 Years",0.284924429813308,"IDIR63FL.DTA","Indonesia",2012
"Not Married, Not Sexually Active",0.105367950391636,"IDIR63FL.DTA","Indonesia",2012
"Not Married, Sexually Active",0.00261470412451059,"IDIR63FL.DTA","Indonesia",2012
"Infecund, Menopausal",0.0510599728339811,"IDIR71FL.DTA","Indonesia",2017
"Married, Does Not Want Child within 2 Years",0.510741945528633,"IDIR71FL.DTA","Indonesia",2017
"Married, Wants Child within 2 Years",0.306039085552315,"IDIR71FL.DTA","Indonesia",2017
"Not Married, Not Sexually Active",0.129986507616102,"IDIR71FL.DTA","Indonesia",2017
"Not Married, Sexually Active",0.00217248846896859,"IDIR71FL.DTA","Indonesia",2017
"Infecund, Menopausal",0.00587178362861699,"JOIR6CFL.DTA","Jordan",2012
"Married, Does Not Want Child within 2 Years",0.76165744134008,"JOIR6CFL.DTA","Jordan",2012
"Married, Wants Child within 2 Years",0.232470775031303,"JOIR6CFL.DTA","Jordan",2012
"Infecund, Menopausal",0.0167932613928002,"JOIR72FL.DTA","Jordan",2017
"Married, Does Not Want Child within 2 Years",0.770208315291289,"JOIR72FL.DTA","Jordan",2017
"Married, Wants Child within 2 Years",0.212998423315911,"JOIR72FL.DTA","Jordan",2017
"Infecund, Menopausal",0.0222455178764045,"KEIR72FL.DTA","Kenya",2014
"Married, Does Not Want Child within 2 Years",0.504383235956368,"KEIR72FL.DTA","Kenya",2014
"Married, Wants Child within 2 Years",0.117534832776854,"KEIR72FL.DTA","Kenya",2014
"Not Married, Not Sexually Active",0.276571958133937,"KEIR72FL.DTA","Kenya",2014
"Not Married, Sexually Active",0.0792644552564363,"KEIR72FL.DTA","Kenya",2014
"Infecund, Menopausal",0.0128743699823941,"KEIR8BFL.DTA","Kenya",2022
"Married, Does Not Want Child within 2 Years",0.468546811141983,"KEIR8BFL.DTA","Kenya",2022
"Married, Wants Child within 2 Years",0.143217031663098,"KEIR8BFL.DTA","Kenya",2022
"Not Married, Not Sexually Active",0.266967325846,"KEIR8BFL.DTA","Kenya",2022
"Not Married, Sexually Active",0.108394461366524,"KEIR8BFL.DTA","Kenya",2022
"Infecund, Menopausal",0.0111289716351361,"KYIR61FL.DTA","Kyrgyz Republic",2012
"Married, Does Not Want Child within 2 Years",0.764014726408255,"KYIR61FL.DTA","Kyrgyz Republic",2012
"Married, Wants Child within 2 Years",0.112122792425745,"KYIR61FL.DTA","Kyrgyz Republic",2012
"Not Married, Not Sexually Active",0.11151107101113,"KYIR61FL.DTA","Kyrgyz Republic",2012
"Not Married, Sexually Active",0.00122243851973342,"KYIR61FL.DTA","Kyrgyz Republic",2012
"Infecund, Menopausal",0.0422168416534863,"LSIR71FL.DTA","Lesotho",2014
"Married, Does Not Want Child within 2 Years",0.455404205880417,"LSIR71FL.DTA","Lesotho",2014
"Married, Wants Child within 2 Years",0.0926095653086535,"LSIR71FL.DTA","Lesotho",2014
"Not Married, Not Sexually Active",0.289187420576491,"LSIR71FL.DTA","Lesotho",2014
"Not Married, Sexually Active",0.120581966580952,"LSIR71FL.DTA","Lesotho",2014
"Infecund, Menopausal",0.0188174370898225,"LBIR6AFL.DTA","Liberia",2013
"Married, Does Not Want Child within 2 Years",0.552682733984225,"LBIR6AFL.DTA","Liberia",2013
"Married, Wants Child within 2 Years",0.109719876354486,"LBIR6AFL.DTA","Liberia",2013
"Not Married, Not Sexually Active",0.100664758006464,"LBIR6AFL.DTA","Liberia",2013
"Not Married, Sexually Active",0.218115194565002,"LBIR6AFL.DTA","Liberia",2013
"Infecund, Menopausal",0.0129501902140988,"LBIR7AFL.DTA","Liberia",2019
"Married, Does Not Want Child within 2 Years",0.491709731094962,"LBIR7AFL.DTA","Liberia",2019
"Married, Wants Child within 2 Years",0.0873460923553507,"LBIR7AFL.DTA","Liberia",2019
"Not Married, Not Sexually Active",0.143431423654841,"LBIR7AFL.DTA","Liberia",2019
"Not Married, Sexually Active",0.264562562680747,"LBIR7AFL.DTA","Liberia",2019
"Infecund, Menopausal",0.0202886878073489,"MDIR81FL.DTA","Madagascar",2021
"Married, Does Not Want Child within 2 Years",0.587237782014125,"MDIR81FL.DTA","Madagascar",2021
"Married, Wants Child within 2 Years",0.130680299448678,"MDIR81FL.DTA","Madagascar",2021
"Not Married, Not Sexually Active",0.140687897502541,"MDIR81FL.DTA","Madagascar",2021
"Not Married, Sexually Active",0.121105333227307,"MDIR81FL.DTA","Madagascar",2021
"Infecund, Menopausal",0.0296765932001072,"MWIR7AFL.DTA","Malawi",2015
"Married, Does Not Want Child within 2 Years",0.572353601772969,"MWIR7AFL.DTA","Malawi",2015
"Married, Wants Child within 2 Years",0.109128798782973,"MWIR7AFL.DTA","Malawi",2015
"Not Married, Not Sexually Active",0.204000127153002,"MWIR7AFL.DTA","Malawi",2015
"Not Married, Sexually Active",0.0848408790909487,"MWIR7AFL.DTA","Malawi",2015
"Infecund, Menopausal",0.027047700839325,"MVIR71FL.DTA","Maldives",2016
"Married, Does Not Want Child within 2 Years",0.708075020122059,"MVIR71FL.DTA","Maldives",2016
"Married, Wants Child within 2 Years",0.126994669611397,"MVIR71FL.DTA","Maldives",2016
"Not Married, Not Sexually Active",0.0977576839309163,"MVIR71FL.DTA","Maldives",2016
"Not Married, Sexually Active",0.0401249254963026,"MVIR71FL.DTA","Maldives",2016
"Infecund, Menopausal",0.0160300257846061,"MLIR6AFL.DTA","Mali",2012
"Married, Does Not Want Child within 2 Years",0.645757196671701,"MLIR6AFL.DTA","Mali",2012
"Married, Wants Child within 2 Years",0.254226634122794,"MLIR6AFL.DTA","Mali",2012
"Not Married, Not Sexually Active",0.0379910607268147,"MLIR6AFL.DTA","Mali",2012
"Not Married, Sexually Active",0.0459950826940842,"MLIR6AFL.DTA","Mali",2012
"Infecund, Menopausal",0.0120955823126091,"MLIR7HFL.DTA","Mali",2018
"Married, Does Not Want Child within 2 Years",0.689856284424788,"MLIR7HFL.DTA","Mali",2018
"Married, Wants Child within 2 Years",0.22929495981378,"MLIR7HFL.DTA","Mali",2018
"Not Married, Not Sexually Active",0.0394998888250552,"MLIR7HFL.DTA","Mali",2018
"Not Married, Sexually Active",0.0292532846237683,"MLIR7HFL.DTA","Mali",2018
"Infecund, Menopausal",0.0112353221884289,"MRIR71FL.DTA","Mauritania",2019
"Married, Does Not Want Child within 2 Years",0.749930083000746,"MRIR71FL.DTA","Mauritania",2019
"Married, Wants Child within 2 Years",0.238834594810825,"MRIR71FL.DTA","Mauritania",2019
"Infecund, Menopausal",0.0159954791298158,"MZIR62FL.DTA","Mozambique",2011
"Married, Does Not Want Child within 2 Years",0.549670126266693,"MZIR62FL.DTA","Mozambique",2011
"Married, Wants Child within 2 Years",0.151115582483005,"MZIR62FL.DTA","Mozambique",2011
"Not Married, Not Sexually Active",0.118762845292816,"MZIR62FL.DTA","Mozambique",2011
"Not Married, Sexually Active",0.16445596682767,"MZIR62FL.DTA","Mozambique",2011
"Infecund, Menopausal",0.0186773007879894,"NPIR60FL.DTA","Nepal",2011
"Married, Does Not Want Child within 2 Years",0.86902278447586,"NPIR60FL.DTA","Nepal",2011
"Married, Wants Child within 2 Years",0.0977672258965458,"NPIR60FL.DTA","Nepal",2011
"Not Married, Not Sexually Active",0.0136781093598999,"NPIR60FL.DTA","Nepal",2011
"Not Married, Sexually Active",0.00085457947970513,"NPIR60FL.DTA","Nepal",2011
"Infecund, Menopausal",0.0224559419368883,"NPIR7HFL.DTA","Nepal",2016
"Married, Does Not Want Child within 2 Years",0.833096780339524,"NPIR7HFL.DTA","Nepal",2016
"Married, Wants Child within 2 Years",0.126028434768973,"NPIR7HFL.DTA","Nepal",2016
"Not Married, Not Sexually Active",0.018418842954615,"NPIR7HFL.DTA","Nepal",2016
"Infecund, Menopausal",0.0189807941852052,"NPIR81FL.DTA","Nepal",2022
"Married, Does Not Want Child within 2 Years",0.809015058091455,"NPIR81FL.DTA","Nepal",2022
"Married, Wants Child within 2 Years",0.138133959782058,"NPIR81FL.DTA","Nepal",2022
"Not Married, Not Sexually Active",0.0325822731780063,"NPIR81FL.DTA","Nepal",2022
"Not Married, Sexually Active",0.00128791476327526,"NPIR81FL.DTA","Nepal",2022
"Infecund, Menopausal",0.0170265909184113,"NIIR61FL.DTA","Niger",2012
"Married, Does Not Want Child within 2 Years",0.691555717220555,"NIIR61FL.DTA","Niger",2012
"Married, Wants Child within 2 Years",0.246800810503636,"NIIR61FL.DTA","Niger",2012
"Not Married, Not Sexually Active",0.0392192944437856,"NIIR61FL.DTA","Niger",2012
"Not Married, Sexually Active",0.00539758691361216,"NIIR61FL.DTA","Niger",2012
"Infecund, Menopausal",0.00969896975197321,"NGIR6AFL.DTA","Nigeria",2013
"Married, Does Not Want Child within 2 Years",0.623503594067086,"NGIR6AFL.DTA","Nigeria",2013
"Married, Wants Child within 2 Years",0.175288616013055,"NGIR6AFL.DTA","Nigeria",2013
"Not Married, Not Sexually Active",0.141851129710854,"NGIR6AFL.DTA","Nigeria",2013
"Not Married, Sexually Active",0.0496576904570308,"NGIR6AFL.DTA","Nigeria",2013
"Infecund, Menopausal",0.0123757216944739,"NGIR7AFL.DTA","Nigeria",2018
"Married, Does Not Want Child within 2 Years",0.569048346977298,"NGIR7AFL.DTA","Nigeria",2018
"Married, Wants Child within 2 Years",0.205716981726901,"NGIR7AFL.DTA","Nigeria",2018
"Not Married, Not Sexually Active",0.131732692207282,"NGIR7AFL.DTA","Nigeria",2018
"Not Married, Sexually Active",0.0811262573940444,"NGIR7AFL.DTA","Nigeria",2018
"Infecund, Menopausal",0.0210339099865324,"PKIR71FL.DTA","Pakistan",2017
"Married, Does Not Want Child within 2 Years",0.818298958729357,"PKIR71FL.DTA","Pakistan",2017
"Married, Wants Child within 2 Years",0.16066713128411,"PKIR71FL.DTA","Pakistan",2017
"Infecund, Menopausal",0.0131061264211407,"PHIR61FL.DTA","Philippines",2013
"Married, Does Not Want Child within 2 Years",0.74498176657575,"PHIR61FL.DTA","Philippines",2013
"Married, Wants Child within 2 Years",0.0735590805547076,"PHIR61FL.DTA","Philippines",2013
"Not Married, Not Sexually Active",0.139724789877428,"PHIR61FL.DTA","Philippines",2013
"Not Married, Sexually Active",0.0286282365709733,"PHIR61FL.DTA","Philippines",2013
"Infecund, Menopausal",0.0311357906841723,"PHIR81FL.DTA","Philippines",2022
"Married, Does Not Want Child within 2 Years",0.639982779896604,"PHIR81FL.DTA","Philippines",2022
"Married, Wants Child within 2 Years",0.12673730932077,"PHIR81FL.DTA","Philippines",2022
"Not Married, Not Sexually Active",0.180711129098342,"PHIR81FL.DTA","Philippines",2022
"Not Married, Sexually Active",0.0214329910001124,"PHIR81FL.DTA","Philippines",2022
"Infecund, Menopausal",0.0178061676940496,"RWIR61FL.DTA","Rwanda",2010
"Married, Does Not Want Child within 2 Years",0.773026037409429,"RWIR61FL.DTA","Rwanda",2010
"Married, Wants Child within 2 Years",0.0734057963174833,"RWIR61FL.DTA","Rwanda",2010
"Not Married, Not Sexually Active",0.112781211339185,"RWIR61FL.DTA","Rwanda",2010
"Not Married, Sexually Active",0.0229807872398527,"RWIR61FL.DTA","Rwanda",2010
"Infecund, Menopausal",0.0194622893277893,"RWIR70FL.DTA","Rwanda",2014
"Married, Does Not Want Child within 2 Years",0.72293261113822,"RWIR70FL.DTA","Rwanda",2014
"Married, Wants Child within 2 Years",0.0761876572437517,"RWIR70FL.DTA","Rwanda",2014
"Not Married, Not Sexually Active",0.109635910881601,"RWIR70FL.DTA","Rwanda",2014
"Not Married, Sexually Active",0.0717815314086379,"RWIR70FL.DTA","Rwanda",2014
"Infecund, Menopausal",0.0182308570578383,"RWIR81FL.DTA","Rwanda",2019
"Married, Does Not Want Child within 2 Years",0.572764637284583,"RWIR81FL.DTA","Rwanda",2019
"Married, Wants Child within 2 Years",0.0897094189984361,"RWIR81FL.DTA","Rwanda",2019
"Not Married, Not Sexually Active",0.237218725471983,"RWIR81FL.DTA","Rwanda",2019
