"Group","Freq","SurveyName","Country","StartYear"
"Not Married, Sexually Active",0.0697659551550272,"BJIR61FL.DTA","Benin",2011
"Infecund, Menopausal",0.0707164750233908,"BJIR71FL.DTA","Benin",2017
"Married, Does Not Want Child within 2 Years",0.454208805989791,"BJIR71FL.DTA","Benin",2017
"Married, Wants Child within 2 Years",0.130554667923648,"BJIR71FL.DTA","Benin",2017
"Not Married, Not Sexually Active",0.259430744678145,"BJIR71FL.DTA","Benin",2017
"Not Married, Sexually Active",0.0850893063850248,"BJIR71FL.DTA","Benin",2017
"Infecund, Menopausal",0.0715323101518891,"BFIR62FL.DTA","Burkina Faso",2010
"Married, Does Not Want Child within 2 Years",0.584006027721262,"BFIR62FL.DTA","Burkina Faso",2010
"Married, Wants Child within 2 Years",0.116847647940716,"BFIR62FL.DTA","Burkina Faso",2010
"Not Married, Not Sexually Active",0.204660282053462,"BFIR62FL.DTA","Burkina Faso",2010
"Not Married, Sexually Active",0.0229537321326716,"BFIR62FL.DTA","Burkina Faso",2010
"Infecund, Menopausal",0.0753556076345578,"BFIR81FL.DTA","Burkina Faso",2021
"Married, Does Not Want Child within 2 Years",0.272904553740755,"BFIR81FL.DTA","Burkina Faso",2021
"Married, Wants Child within 2 Years",0.174076031299978,"BFIR81FL.DTA","Burkina Faso",2021
"Not Married, Not Sexually Active",0.424037251413756,"BFIR81FL.DTA","Burkina Faso",2021
"Not Married, Sexually Active",0.0536265559109524,"BFIR81FL.DTA","Burkina Faso",2021
"Infecund, Menopausal",0.0755943233391043,"BUIR61FL.DTA","Burundi",2010
"Married, Does Not Want Child within 2 Years",0.384463986471354,"BUIR61FL.DTA","Burundi",2010
"Married, Wants Child within 2 Years",0.0534716957678728,"BUIR61FL.DTA","Burundi",2010
"Not Married, Not Sexually Active",0.454628532635042,"BUIR61FL.DTA","Burundi",2010
"Not Married, Sexually Active",0.0318414617866273,"BUIR61FL.DTA","Burundi",2010
"Infecund, Menopausal",0.0659279141404881,"BUIR70FL.DTA","Burundi",2016
"Married, Does Not Want Child within 2 Years",0.257314434861869,"BUIR70FL.DTA","Burundi",2016
"Married, Wants Child within 2 Years",0.0380422827334761,"BUIR70FL.DTA","Burundi",2016
"Not Married, Not Sexually Active",0.603824999509046,"BUIR70FL.DTA","Burundi",2016
"Not Married, Sexually Active",0.0348903687551207,"BUIR70FL.DTA","Burundi",2016
"Infecund, Menopausal",0.0402927673548587,"KHIR73FL.DTA","Cambodia",2014
"Married, Does Not Want Child within 2 Years",0.224293152687188,"KHIR73FL.DTA","Cambodia",2014
"Married, Wants Child within 2 Years",0.0552214482170456,"KHIR73FL.DTA","Cambodia",2014
"Not Married, Not Sexually Active",0.675472328219836,"KHIR73FL.DTA","Cambodia",2014
"Not Married, Sexually Active",0.00472030352107224,"KHIR73FL.DTA","Cambodia",2014
"Infecund, Menopausal",0.0621271673094658,"KHIR81FL.DTA","Cambodia",2021
"Married, Does Not Want Child within 2 Years",0.193454810380184,"KHIR81FL.DTA","Cambodia",2021
"Married, Wants Child within 2 Years",0.0657739209561846,"KHIR81FL.DTA","Cambodia",2021
"Not Married, Not Sexually Active",0.675220165410555,"KHIR81FL.DTA","Cambodia",2021
"Not Married, Sexually Active",0.00342393594361075,"KHIR81FL.DTA","Cambodia",2021
"Infecund, Menopausal",0.0730708811240642,"CMIR61FL.DTA","Cameroon",2011
"Married, Does Not Want Child within 2 Years",0.386795972386995,"CMIR61FL.DTA","Cameroon",2011
"Married, Wants Child within 2 Years",0.106976146156409,"CMIR61FL.DTA","Cameroon",2011
"Not Married, Not Sexually Active",0.370051897074094,"CMIR61FL.DTA","Cameroon",2011
"Not Married, Sexually Active",0.0631051032584374,"CMIR61FL.DTA","Cameroon",2011
"Infecund, Menopausal",0.0500145931326397,"CMIR71FL.DTA","Cameroon",2018
"Married, Does Not Want Child within 2 Years",0.283010261669154,"CMIR71FL.DTA","Cameroon",2018
"Married, Wants Child within 2 Years",0.108078753455518,"CMIR71FL.DTA","Cameroon",2018
"Not Married, Not Sexually Active",0.449569745335381,"CMIR71FL.DTA","Cameroon",2018
"Not Married, Sexually Active",0.109326646407307,"CMIR71FL.DTA","Cameroon",2018
"Infecund, Menopausal",0.0592055831352495,"TDIR71FL.DTA","Chad",2014
"Married, Does Not Want Child within 2 Years",0.589370246556036,"TDIR71FL.DTA","Chad",2014
"Married, Wants Child within 2 Years",0.0929774891154199,"TDIR71FL.DTA","Chad",2014
"Not Married, Not Sexually Active",0.199913358416823,"TDIR71FL.DTA","Chad",2014
"Not Married, Sexually Active",0.058533322776472,"TDIR71FL.DTA","Chad",2014
"Infecund, Menopausal",0.0759280379683316,"KMIR61FL.DTA","Comoros",2012
"Married, Does Not Want Child within 2 Years",0.362111172671575,"KMIR61FL.DTA","Comoros",2012
"Married, Wants Child within 2 Years",0.0596701229428177,"KMIR61FL.DTA","Comoros",2012
"Not Married, Not Sexually Active",0.493794708091502,"KMIR61FL.DTA","Comoros",2012
"Not Married, Sexually Active",0.00849595832577305,"KMIR61FL.DTA","Comoros",2012
"Infecund, Menopausal",0.0841201746875518,"CGIR60FL.DTA","Congo",2011
"Married, Does Not Want Child within 2 Years",0.38955304169837,"CGIR60FL.DTA","Congo",2011
"Married, Wants Child within 2 Years",0.0387554987957353,"CGIR60FL.DTA","Congo",2011
"Not Married, Not Sexually Active",0.358262910263498,"CGIR60FL.DTA","Congo",2011
"Not Married, Sexually Active",0.129308374554845,"CGIR60FL.DTA","Congo",2011
"Infecund, Menopausal",0.0515598787469237,"CDIR61FL.DTA","Congo Democratic Republic",2013
"Married, Does Not Want Child within 2 Years",0.460234872951152,"CDIR61FL.DTA","Congo Democratic Republic",2013
"Married, Wants Child within 2 Years",0.0619025530739101,"CDIR61FL.DTA","Congo Democratic Republic",2013
"Not Married, Not Sexually Active",0.331582348477805,"CDIR61FL.DTA","Congo Democratic Republic",2013
"Not Married, Sexually Active",0.0947203467502094,"CDIR61FL.DTA","Congo Democratic Republic",2013
"Infecund, Menopausal",0.0554338347589683,"CIIR62FL.DTA","Cote d'Ivoire",2011
"Married, Does Not Want Child within 2 Years",0.422251633747372,"CIIR62FL.DTA","Cote d'Ivoire",2011
"Married, Wants Child within 2 Years",0.0741542808770152,"CIIR62FL.DTA","Cote d'Ivoire",2011
"Not Married, Not Sexually Active",0.291482633925721,"CIIR62FL.DTA","Cote d'Ivoire",2011
"Not Married, Sexually Active",0.156677616690924,"CIIR62FL.DTA","Cote d'Ivoire",2011
"Infecund, Menopausal",0.0511631905923146,"CIIR81FL.DTA","Cote d'Ivoire",2021
"Married, Does Not Want Child within 2 Years",0.273513466381494,"CIIR81FL.DTA","Cote d'Ivoire",2021
"Married, Wants Child within 2 Years",0.142732147056142,"CIIR81FL.DTA","Cote d'Ivoire",2021
"Not Married, Not Sexually Active",0.400307575640188,"CIIR81FL.DTA","Cote d'Ivoire",2021
"Not Married, Sexually Active",0.132283620329861,"CIIR81FL.DTA","Cote d'Ivoire",2021
"Infecund, Menopausal",0.0255489945718975,"DRIR61FL.DTA","Dominican Republic",2013
"Married, Does Not Want Child within 2 Years",0.068811916351985,"DRIR61FL.DTA","Dominican Republic",2013
"Married, Wants Child within 2 Years",0.0313204522461136,"DRIR61FL.DTA","Dominican Republic",2013
"Not Married, Not Sexually Active",0.826283633562444,"DRIR61FL.DTA","Dominican Republic",2013
"Not Married, Sexually Active",0.0480350032675599,"DRIR61FL.DTA","Dominican Republic",2013
"Infecund, Menopausal",0.045385810555608,"EGIR61FL.DTA","Egypt",2014
"Married, Does Not Want Child within 2 Years",0.628564046279345,"EGIR61FL.DTA","Egypt",2014
"Married, Wants Child within 2 Years",0.326050143165047,"EGIR61FL.DTA","Egypt",2014
"Infecund, Menopausal",0.152380772911402,"ETIR61FL.DTA","Ethiopia",2011
"Married, Does Not Want Child within 2 Years",0.355660288170919,"ETIR61FL.DTA","Ethiopia",2011
"Married, Wants Child within 2 Years",0.0306775790155261,"ETIR61FL.DTA","Ethiopia",2011
"Not Married, Not Sexually Active",0.443076725420107,"ETIR61FL.DTA","Ethiopia",2011
"Not Married, Sexually Active",0.0182046344820466,"ETIR61FL.DTA","Ethiopia",2011
"Infecund, Menopausal",0.0780317688032975,"ETIR70FL.DTA","Ethiopia",2016
"Married, Does Not Want Child within 2 Years",0.286474995608062,"ETIR70FL.DTA","Ethiopia",2016
"Married, Wants Child within 2 Years",0.036967376789078,"ETIR70FL.DTA","Ethiopia",2016
"Not Married, Not Sexually Active",0.583020726383649,"ETIR70FL.DTA","Ethiopia",2016
"Not Married, Sexually Active",0.0155051324159137,"ETIR70FL.DTA","Ethiopia",2016
"Infecund, Menopausal",0.0837387623286065,"GAIR60FL.DTA","Gabon",2012
"Married, Does Not Want Child within 2 Years",0.346011176779848,"GAIR60FL.DTA","Gabon",2012
"Married, Wants Child within 2 Years",0.0396784444602947,"GAIR60FL.DTA","Gabon",2012
"Not Married, Not Sexually Active",0.362369818071126,"GAIR60FL.DTA","Gabon",2012
"Not Married, Sexually Active",0.168201798360125,"GAIR60FL.DTA","Gabon",2012
"Infecund, Menopausal",0.0469190385890479,"GMIR60FL.DTA","Gambia",2013
"Married, Does Not Want Child within 2 Years",0.370378122040684,"GMIR60FL.DTA","Gambia",2013
"Married, Wants Child within 2 Years",0.108635184775953,"GMIR60FL.DTA","Gambia",2013
"Not Married, Not Sexually Active",0.443137563075755,"GMIR60FL.DTA","Gambia",2013
"Not Married, Sexually Active",0.0309300915185605,"GMIR60FL.DTA","Gambia",2013
"Infecund, Menopausal",0.0556449757164749,"GMIR81FL.DTA","Gambia",2019
"Married, Does Not Want Child within 2 Years",0.28259472820146,"GMIR81FL.DTA","Gambia",2019
"Married, Wants Child within 2 Years",0.108034327537704,"GMIR81FL.DTA","Gambia",2019
"Not Married, Not Sexually Active",0.524204561431634,"GMIR81FL.DTA","Gambia",2019
"Not Married, Sexually Active",0.0295214071127267,"GMIR81FL.DTA","Gambia",2019
"Infecund, Menopausal",0.0518278524184513,"GHIR72FL.DTA","Ghana",2014
"Married, Does Not Want Child within 2 Years",0.358955097810203,"GHIR72FL.DTA","Ghana",2014
"Married, Wants Child within 2 Years",0.0547074824169282,"GHIR72FL.DTA","Ghana",2014
"Not Married, Not Sexually Active",0.443142793621078,"GHIR72FL.DTA","Ghana",2014
"Not Married, Sexually Active",0.0913667737333394,"GHIR72FL.DTA","Ghana",2014
"Infecund, Menopausal",0.0300503034812377,"GUIR71FL.DTA","Guatemala",2014
"Married, Does Not Want Child within 2 Years",0.151720590132387,"GUIR71FL.DTA","Guatemala",2014
"Married, Wants Child within 2 Years",0.0229455580404525,"GUIR71FL.DTA","Guatemala",2014
"Not Married, Not Sexually Active",0.760294404804396,"GUIR71FL.DTA","Guatemala",2014
"Not Married, Sexually Active",0.0349891435415275,"GUIR71FL.DTA","Guatemala",2014
"Infecund, Menopausal",0.0601467626508455,"GNIR62FL.DTA","Guinea",2012
"Married, Does Not Want Child within 2 Years",0.499824983852534,"GNIR62FL.DTA","Guinea",2012
"Married, Wants Child within 2 Years",0.134932084946232,"GNIR62FL.DTA","Guinea",2012
"Not Married, Not Sexually Active",0.236698615528077,"GNIR62FL.DTA","Guinea",2012
"Not Married, Sexually Active",0.0683975530223105,"GNIR62FL.DTA","Guinea",2012
"Infecund, Menopausal",0.0849940151302057,"GNIR71FL.DTA","Guinea",2018
"Married, Does Not Want Child within 2 Years",0.359990256687018,"GNIR71FL.DTA","Guinea",2018
"Married, Wants Child within 2 Years",0.183232611433536,"GNIR71FL.DTA","Guinea",2018
"Not Married, Not Sexually Active",0.324098138921042,"GNIR71FL.DTA","Guinea",2018
"Not Married, Sexually Active",0.0476849778281982,"GNIR71FL.DTA","Guinea",2018
"Infecund, Menopausal",0.01854402739603,"HNIR62FL.DTA","Honduras",2011
"Married, Does Not Want Child within 2 Years",0.0576189732581551,"HNIR62FL.DTA","Honduras",2011
"Married, Wants Child within 2 Years",0.0172422382423483,"HNIR62FL.DTA","Honduras",2011
"Not Married, Not Sexually Active",0.899657190373532,"HNIR62FL.DTA","Honduras",2011
"Not Married, Sexually Active",0.00693757072993496,"HNIR62FL.DTA","Honduras",2011
"Infecund, Menopausal",0.197935752304324,"IAIR73FL.DTA","India",2015
"Married, Does Not Want Child within 2 Years",0.297339176153389,"IAIR73FL.DTA","India",2015
"Married, Wants Child within 2 Years",0.471255016593993,"IAIR73FL.DTA","India",2015
"Not Married, Not Sexually Active",0.0325755488099568,"IAIR73FL.DTA","India",2015
"Not Married, Sexually Active",0.000894506138336843,"IAIR73FL.DTA","India",2015
"Infecund, Menopausal",0.21274212412569,"IAIR7DFL.DTA","India",2019
"Married, Does Not Want Child within 2 Years",0.223332094529334,"IAIR7DFL.DTA","India",2019
"Married, Wants Child within 2 Years",0.526191136548294,"IAIR7DFL.DTA","India",2019
"Not Married, Not Sexually Active",0.0371409106576492,"IAIR7DFL.DTA","India",2019
"Not Married, Sexually Active",0.000593734139033102,"IAIR7DFL.DTA","India",2019
"Infecund, Menopausal",0.0521693886359914,"IDIR63FL.DTA","Indonesia",2012
"Married, Does Not Want Child within 2 Years",0.112720178626263,"IDIR63FL.DTA","Indonesia",2012
"Married, Wants Child within 2 Years",0.0713054793925327,"IDIR63FL.DTA","Indonesia",2012
"Not Married, Not Sexually Active",0.761601772083575,"IDIR63FL.DTA","Indonesia",2012
"Not Married, Sexually Active",0.0022031812616384,"IDIR63FL.DTA","Indonesia",2012
"Infecund, Menopausal",0.0507203484673859,"IDIR71FL.DTA","Indonesia",2017
"Married, Does Not Want Child within 2 Years",0.0823538779834203,"IDIR71FL.DTA","Indonesia",2017
"Married, Wants Child within 2 Years",0.063051281829554,"IDIR71FL.DTA","Indonesia",2017
"Not Married, Not Sexually Active",0.801273252806592,"IDIR71FL.DTA","Indonesia",2017
"Not Married, Sexually Active",0.0026012389130476,"IDIR71FL.DTA","Indonesia",2017
"Infecund, Menopausal",0.0642987848447032,"JOIR6CFL.DTA","Jordan",2012
"Married, Does Not Want Child within 2 Years",0.483415743106112,"JOIR6CFL.DTA","Jordan",2012
"Married, Wants Child within 2 Years",0.452285472049185,"JOIR6CFL.DTA","Jordan",2012
"Infecund, Menopausal",0.0854630552587246,"JOIR72FL.DTA","Jordan",2017
"Married, Does Not Want Child within 2 Years",0.604600880131162,"JOIR72FL.DTA","Jordan",2017
"Married, Wants Child within 2 Years",0.309936064610113,"JOIR72FL.DTA","Jordan",2017
"Infecund, Menopausal",0.0600598504908688,"KEIR72FL.DTA","Kenya",2014
"Married, Does Not Want Child within 2 Years",0.192512274299427,"KEIR72FL.DTA","Kenya",2014
"Married, Wants Child within 2 Years",0.0301931267065877,"KEIR72FL.DTA","Kenya",2014
"Not Married, Not Sexually Active",0.647379929232033,"KEIR72FL.DTA","Kenya",2014
"Not Married, Sexually Active",0.0698548192710834,"KEIR72FL.DTA","Kenya",2014
"Infecund, Menopausal",0.0296094958141667,"KEIR8BFL.DTA","Kenya",2022
"Married, Does Not Want Child within 2 Years",0.113737165093508,"KEIR8BFL.DTA","Kenya",2022
"Married, Wants Child within 2 Years",0.0238142308814972,"KEIR8BFL.DTA","Kenya",2022
"Not Married, Not Sexually Active",0.764535982666547,"KEIR8BFL.DTA","Kenya",2022
"Not Married, Sexually Active",0.0683031255442803,"KEIR8BFL.DTA","Kenya",2022
"Infecund, Menopausal",0.0224076486638635,"KYIR61FL.DTA","Kyrgyz Republic",2012
"Married, Does Not Want Child within 2 Years",0.350270333982832,"KYIR61FL.DTA","Kyrgyz Republic",2012
"Married, Wants Child within 2 Years",0.0712729964537733,"KYIR61FL.DTA","Kyrgyz Republic",2012
"Not Married, Not Sexually Active",0.542059305804362,"KYIR61FL.DTA","Kyrgyz Republic",2012
"Not Married, Sexually Active",0.0139897150951698,"KYIR61FL.DTA","Kyrgyz Republic",2012
"Infecund, Menopausal",0.0713593336724824,"LSIR71FL.DTA","Lesotho",2014
"Married, Does Not Want Child within 2 Years",0.194064718682637,"LSIR71FL.DTA","Lesotho",2014
"Married, Wants Child within 2 Years",0.0533470622510407,"LSIR71FL.DTA","Lesotho",2014
"Not Married, Not Sexually Active",0.634598969287185,"LSIR71FL.DTA","Lesotho",2014
"Not Married, Sexually Active",0.0466299161066548,"LSIR71FL.DTA","Lesotho",2014
"Infecund, Menopausal",0.0922121692989472,"LBIR6AFL.DTA","Liberia",2013
"Married, Does Not Want Child within 2 Years",0.402584056373765,"LBIR6AFL.DTA","Liberia",2013
"Married, Wants Child within 2 Years",0.0331639766449921,"LBIR6AFL.DTA","Liberia",2013
"Not Married, Not Sexually Active",0.24548520412375,"LBIR6AFL.DTA","Liberia",2013
"Not Married, Sexually Active",0.226554593558546,"LBIR6AFL.DTA","Liberia",2013
"Infecund, Menopausal",0.0700735660484889,"LBIR7AFL.DTA","Liberia",2019
"Married, Does Not Want Child within 2 Years",0.319712272437042,"LBIR7AFL.DTA","Liberia",2019
"Married, Wants Child within 2 Years",0.0488690609193799,"LBIR7AFL.DTA","Liberia",2019
"Not Married, Not Sexually Active",0.338429955874021,"LBIR7AFL.DTA","Liberia",2019
"Not Married, Sexually Active",0.222915144721068,"LBIR7AFL.DTA","Liberia",2019
"Infecund, Menopausal",0.0463549860414179,"MDIR81FL.DTA","Madagascar",2021
"Married, Does Not Want Child within 2 Years",0.227834640507314,"MDIR81FL.DTA","Madagascar",2021
"Married, Wants Child within 2 Years",0.0462985730928352,"MDIR81FL.DTA","Madagascar",2021
"Not Married, Not Sexually Active",0.551018965124606,"MDIR81FL.DTA","Madagascar",2021
"Not Married, Sexually Active",0.128492835233827,"MDIR81FL.DTA","Madagascar",2021
"Infecund, Menopausal",0.0669117146360192,"MWIR7AFL.DTA","Malawi",2015
"Married, Does Not Want Child within 2 Years",0.212262576425623,"MWIR7AFL.DTA","Malawi",2015
"Married, Wants Child within 2 Years",0.0615734161169511,"MWIR7AFL.DTA","Malawi",2015
"Not Married, Not Sexually Active",0.580532137756505,"MWIR7AFL.DTA","Malawi",2015
"Not Married, Sexually Active",0.0787201550649016,"MWIR7AFL.DTA","Malawi",2015
"Infecund, Menopausal",0.165710539978797,"MVIR71FL.DTA","Maldives",2016
"Married, Does Not Want Child within 2 Years",0.217531594269042,"MVIR71FL.DTA","Maldives",2016
"Married, Wants Child within 2 Years",0.073933724857515,"MVIR71FL.DTA","Maldives",2016
"Not Married, Not Sexually Active",0.519953912588762,"MVIR71FL.DTA","Maldives",2016
"Not Married, Sexually Active",0.0228702283058846,"MVIR71FL.DTA","Maldives",2016
"Infecund, Menopausal",0.0613914044488907,"MLIR6AFL.DTA","Mali",2012
"Married, Does Not Want Child within 2 Years",0.496056039037797,"MLIR6AFL.DTA","Mali",2012
"Married, Wants Child within 2 Years",0.218341378216783,"MLIR6AFL.DTA","Mali",2012
"Not Married, Not Sexually Active",0.176826788222971,"MLIR6AFL.DTA","Mali",2012
"Not Married, Sexually Active",0.0473843900735581,"MLIR6AFL.DTA","Mali",2012
"Infecund, Menopausal",0.0656930108011788,"MLIR7HFL.DTA","Mali",2018
"Married, Does Not Want Child within 2 Years",0.452505606167288,"MLIR7HFL.DTA","Mali",2018
"Married, Wants Child within 2 Years",0.183734986240483,"MLIR7HFL.DTA","Mali",2018
"Not Married, Not Sexually Active",0.246415347631185,"MLIR7HFL.DTA","Mali",2018
"Not Married, Sexually Active",0.0516510491598653,"MLIR7HFL.DTA","Mali",2018
"Infecund, Menopausal",0.0486758105938235,"MRIR71FL.DTA","Mauritania",2019
"Married, Does Not Want Child within 2 Years",0.218813874596412,"MRIR71FL.DTA","Mauritania",2019
"Married, Wants Child within 2 Years",0.110090846455757,"MRIR71FL.DTA","Mauritania",2019
"Not Married, Not Sexually Active",0.604777949334015,"MRIR71FL.DTA","Mauritania",2019
"Not Married, Sexually Active",0.0176415190199926,"MRIR71FL.DTA","Mauritania",2019
"Infecund, Menopausal",0.0797016894407771,"MZIR62FL.DTA","Mozambique",2011
"Married, Does Not Want Child within 2 Years",0.426755671324709,"MZIR62FL.DTA","Mozambique",2011
"Married, Wants Child within 2 Years",0.169882759719996,"MZIR62FL.DTA","Mozambique",2011
"Not Married, Not Sexually Active",0.190016181939848,"MZIR62FL.DTA","Mozambique",2011
"Not Married, Sexually Active",0.13364369757467,"MZIR62FL.DTA","Mozambique",2011
"Infecund, Menopausal",0.0570669921342805,"NPIR60FL.DTA","Nepal",2011
"Married, Does Not Want Child within 2 Years",0.335912676868707,"NPIR60FL.DTA","Nepal",2011
"Married, Wants Child within 2 Years",0.0807193145674041,"NPIR60FL.DTA","Nepal",2011
"Not Married, Not Sexually Active",0.525824886036751,"NPIR60FL.DTA","Nepal",2011
"Not Married, Sexually Active",0.00047613039285723,"NPIR60FL.DTA","Nepal",2011
"Infecund, Menopausal",0.0598413948061639,"NPIR7HFL.DTA","Nepal",2016
"Married, Does Not Want Child within 2 Years",0.272990016414843,"NPIR7HFL.DTA","Nepal",2016
"Married, Wants Child within 2 Years",0.104919608442719,"NPIR7HFL.DTA","Nepal",2016
"Not Married, Not Sexually Active",0.562248980336274,"NPIR7HFL.DTA","Nepal",2016
"Infecund, Menopausal",0.0533552868276557,"NPIR81FL.DTA","Nepal",2022
"Married, Does Not Want Child within 2 Years",0.258706933978317,"NPIR81FL.DTA","Nepal",2022
"Married, Wants Child within 2 Years",0.0823517410569898,"NPIR81FL.DTA","Nepal",2022
"Not Married, Not Sexually Active",0.605033959609332,"NPIR81FL.DTA","Nepal",2022
"Not Married, Sexually Active",0.000552078527705984,"NPIR81FL.DTA","Nepal",2022
"Infecund, Menopausal",0.0602709336743824,"NIIR61FL.DTA","Niger",2012
"Married, Does Not Want Child within 2 Years",0.579781929971462,"NIIR61FL.DTA","Niger",2012
"Married, Wants Child within 2 Years",0.20507337499377,"NIIR61FL.DTA","Niger",2012
"Not Married, Not Sexually Active",0.145337838127162,"NIIR61FL.DTA","Niger",2012
"Not Married, Sexually Active",0.00953592323322295,"NIIR61FL.DTA","Niger",2012
"Infecund, Menopausal",0.063968485685828,"NGIR6AFL.DTA","Nigeria",2013
"Married, Does Not Want Child within 2 Years",0.366950818950985,"NGIR6AFL.DTA","Nigeria",2013
"Married, Wants Child within 2 Years",0.149725740451491,"NGIR6AFL.DTA","Nigeria",2013
"Not Married, Not Sexually Active",0.38056490324053,"NGIR6AFL.DTA","Nigeria",2013
"Not Married, Sexually Active",0.0387900516711657,"NGIR6AFL.DTA","Nigeria",2013
"Infecund, Menopausal",0.0618129651596563,"NGIR7AFL.DTA","Nigeria",2018
"Married, Does Not Want Child within 2 Years",0.338159007608245,"NGIR7AFL.DTA","Nigeria",2018
"Married, Wants Child within 2 Years",0.16908337087087,"NGIR7AFL.DTA","Nigeria",2018
"Not Married, Not Sexually Active",0.39026050526279,"NGIR7AFL.DTA","Nigeria",2018
"Not Married, Sexually Active",0.0406841510984386,"NGIR7AFL.DTA","Nigeria",2018
"Infecund, Menopausal",0.118364826521735,"PKIR71FL.DTA","Pakistan",2017
"Married, Does Not Want Child within 2 Years",0.58814391542975,"PKIR71FL.DTA","Pakistan",2017
"Married, Wants Child within 2 Years",0.293491258048515,"PKIR71FL.DTA","Pakistan",2017
"Infecund, Menopausal",0.0350633548721141,"PHIR61FL.DTA","Philippines",2013
"Married, Does Not Want Child within 2 Years",0.167754445545596,"PHIR61FL.DTA","Philippines",2013
"Married, Wants Child within 2 Years",0.0290829805371942,"PHIR61FL.DTA","Philippines",2013
"Not Married, Not Sexually Active",0.743738972210914,"PHIR61FL.DTA","Philippines",2013
"Not Married, Sexually Active",0.0243602468341816,"PHIR61FL.DTA","Philippines",2013
"Infecund, Menopausal",0.0530453284790829,"PHIR81FL.DTA","Philippines",2022
"Married, Does Not Want Child within 2 Years",0.0782767074915556,"PHIR81FL.DTA","Philippines",2022
"Married, Wants Child within 2 Years",0.0302692369987682,"PHIR81FL.DTA","Philippines",2022
"Not Married, Not Sexually Active",0.82288486799726,"PHIR81FL.DTA","Philippines",2022
"Not Married, Sexually Active",0.0155238590333331,"PHIR81FL.DTA","Philippines",2022
"Infecund, Menopausal",0.0910837935504453,"RWIR61FL.DTA","Rwanda",2010
"Married, Does Not Want Child within 2 Years",0.207851760128469,"RWIR61FL.DTA","Rwanda",2010
"Married, Wants Child within 2 Years",0.0262464438460435,"RWIR61FL.DTA","Rwanda",2010
"Not Married, Not Sexually Active",0.660638340009519,"RWIR61FL.DTA","Rwanda",2010
"Not Married, Sexually Active",0.0141796624655226,"RWIR61FL.DTA","Rwanda",2010
"Infecund, Menopausal",0.063212717717852,"RWIR70FL.DTA","Rwanda",2014
"Married, Does Not Want Child within 2 Years",0.166381787974132,"RWIR70FL.DTA","Rwanda",2014
"Married, Wants Child within 2 Years",0.0210896304629432,"RWIR70FL.DTA","Rwanda",2014
