"Method","Var","Freq","SurveyName","Country","StartYear"
"Female Sterilization","Told About Other Methods",0.575566555669747,"BFIR62FL.DTA","Burkina Faso",2010
"Implant","Told About Other Methods",0.894807435497628,"BFIR62FL.DTA","Burkina Faso",2010
"Pill","Told About Side Effects",0.609932867559768,"BFIR62FL.DTA","Burkina Faso",2010
"IUD","Told About Side Effects",0.642625972281059,"BFIR62FL.DTA","Burkina Faso",2010
"Injections","Told About Side Effects",0.764439491147622,"BFIR62FL.DTA","Burkina Faso",2010
"Female Sterilization","Told About Side Effects",0.562617543144392,"BFIR62FL.DTA","Burkina Faso",2010
"Implant","Told About Side Effects",0.792325467485451,"BFIR62FL.DTA","Burkina Faso",2010
"Pill","Told What to Do About Side Effects",0.576012339161464,"BFIR62FL.DTA","Burkina Faso",2010
"IUD","Told What to Do About Side Effects",0.605138991315964,"BFIR62FL.DTA","Burkina Faso",2010
"Injections","Told What to Do About Side Effects",0.703067024826745,"BFIR62FL.DTA","Burkina Faso",2010
"Female Sterilization","Told What to Do About Side Effects",0.394052755433276,"BFIR62FL.DTA","Burkina Faso",2010
"Implant","Told What to Do About Side Effects",0.746323573479001,"BFIR62FL.DTA","Burkina Faso",2010
"Total","Method Information Index",0.641719369337426,"BFIR62FL.DTA","Burkina Faso",2010
"Total","Told About Other Methods",0.863244878974629,"BFIR62FL.DTA","Burkina Faso",2010
"Total","Told About Side Effects",0.729553527748206,"BFIR62FL.DTA","Burkina Faso",2010
"Total","Told What to Do About Side Effects",0.678744618716654,"BFIR62FL.DTA","Burkina Faso",2010
"Pill","Method Information Index",0.257434306385763,"BUIR70FL.DTA","Burundi",2016
"IUD","Method Information Index",0.294075428488746,"BUIR70FL.DTA","Burundi",2016
"Injections","Method Information Index",0.218081498257476,"BUIR70FL.DTA","Burundi",2016
"Female Sterilization","Method Information Index",0.129311241281451,"BUIR70FL.DTA","Burundi",2016
"Implant","Method Information Index",0.256214141824768,"BUIR70FL.DTA","Burundi",2016
"Pill","Told About Other Methods",0.715178171895927,"BUIR70FL.DTA","Burundi",2016
"IUD","Told About Other Methods",0.815295989442201,"BUIR70FL.DTA","Burundi",2016
"Injections","Told About Other Methods",0.760113648448264,"BUIR70FL.DTA","Burundi",2016
"Female Sterilization","Told About Other Methods",0.41287740312196,"BUIR70FL.DTA","Burundi",2016
"Implant","Told About Other Methods",0.779603559912366,"BUIR70FL.DTA","Burundi",2016
"Pill","Told About Side Effects",0.356704002756922,"BUIR70FL.DTA","Burundi",2016
"IUD","Told About Side Effects",0.330202531390502,"BUIR70FL.DTA","Burundi",2016
"Injections","Told About Side Effects",0.272823376048335,"BUIR70FL.DTA","Burundi",2016
"Female Sterilization","Told About Side Effects",0.151032435643938,"BUIR70FL.DTA","Burundi",2016
"Implant","Told About Side Effects",0.303846101750234,"BUIR70FL.DTA","Burundi",2016
"Pill","Told What to Do About Side Effects",0.289964538404084,"BUIR70FL.DTA","Burundi",2016
"IUD","Told What to Do About Side Effects",0.297748031367985,"BUIR70FL.DTA","Burundi",2016
"Injections","Told What to Do About Side Effects",0.237477973100579,"BUIR70FL.DTA","Burundi",2016
"Female Sterilization","Told What to Do About Side Effects",0.151032435643938,"BUIR70FL.DTA","Burundi",2016
"Implant","Told What to Do About Side Effects",0.285559267801644,"BUIR70FL.DTA","Burundi",2016
"Total","Method Information Index",0.234276308996112,"BUIR70FL.DTA","Burundi",2016
"Total","Told About Other Methods",0.752329894928135,"BUIR70FL.DTA","Burundi",2016
"Total","Told About Side Effects",0.289042018621217,"BUIR70FL.DTA","Burundi",2016
"Total","Told What to Do About Side Effects",0.257207601073109,"BUIR70FL.DTA","Burundi",2016
"Pill","Method Information Index",0.270083654407312,"BUIR61FL.DTA","Burundi",2010
"IUD","Method Information Index",0.275683570297822,"BUIR61FL.DTA","Burundi",2010
"Injections","Method Information Index",0.27891072832895,"BUIR61FL.DTA","Burundi",2010
"Female Sterilization","Method Information Index",0.0307806045008756,"BUIR61FL.DTA","Burundi",2010
"Implant","Method Information Index",0.209185877042997,"BUIR61FL.DTA","Burundi",2010
"Pill","Told About Other Methods",0.711158622808553,"BUIR61FL.DTA","Burundi",2010
"IUD","Told About Other Methods",0.641290621877478,"BUIR61FL.DTA","Burundi",2010
"Injections","Told About Other Methods",0.698253991833813,"BUIR61FL.DTA","Burundi",2010
"Female Sterilization","Told About Other Methods",0.22305215116193,"BUIR61FL.DTA","Burundi",2010
"Implant","Told About Other Methods",0.701242841390645,"BUIR61FL.DTA","Burundi",2010
"Pill","Told About Side Effects",0.353656016249549,"BUIR61FL.DTA","Burundi",2010
"IUD","Told About Side Effects",0.36130123299965,"BUIR61FL.DTA","Burundi",2010
"Injections","Told About Side Effects",0.356745176723563,"BUIR61FL.DTA","Burundi",2010
"Female Sterilization","Told About Side Effects",0.191628157844548,"BUIR61FL.DTA","Burundi",2010
"Implant","Told About Side Effects",0.373034990567564,"BUIR61FL.DTA","Burundi",2010
"Pill","Told What to Do About Side Effects",0.279027378198306,"BUIR61FL.DTA","Burundi",2010
"IUD","Told What to Do About Side Effects",0.35963358063886,"BUIR61FL.DTA","Burundi",2010
"Injections","Told What to Do About Side Effects",0.322259360374824,"BUIR61FL.DTA","Burundi",2010
"Female Sterilization","Told What to Do About Side Effects",0.0536199253138163,"BUIR61FL.DTA","Burundi",2010
"Implant","Told What to Do About Side Effects",0.260971983746004,"BUIR61FL.DTA","Burundi",2010
"Total","Method Information Index",0.268481127345982,"BUIR61FL.DTA","Burundi",2010
"Total","Told About Other Methods",0.678290864046724,"BUIR61FL.DTA","Burundi",2010
"Total","Told About Side Effects",0.353610905357158,"BUIR61FL.DTA","Burundi",2010
"Total","Told What to Do About Side Effects",0.313314696080639,"BUIR61FL.DTA","Burundi",2010
"Pill","Method Information Index",0.592855445289179,"KHIR73FL.DTA","Cambodia",2014
"IUD","Method Information Index",0.86673768502286,"KHIR73FL.DTA","Cambodia",2014
"Injections","Method Information Index",0.70081020430038,"KHIR73FL.DTA","Cambodia",2014
"Female Sterilization","Method Information Index",0.625309214851434,"KHIR73FL.DTA","Cambodia",2014
"Implant","Method Information Index",0.80410547338813,"KHIR73FL.DTA","Cambodia",2014
"Pill","Told About Other Methods",0.699412328948951,"KHIR73FL.DTA","Cambodia",2014
"IUD","Told About Other Methods",0.887582137269257,"KHIR73FL.DTA","Cambodia",2014
"Injections","Told About Other Methods",0.784969916254203,"KHIR73FL.DTA","Cambodia",2014
"Female Sterilization","Told About Other Methods",0.701678521640511,"KHIR73FL.DTA","Cambodia",2014
"Implant","Told About Other Methods",0.839169265100429,"KHIR73FL.DTA","Cambodia",2014
"Pill","Told About Side Effects",0.70312587940977,"KHIR73FL.DTA","Cambodia",2014
"IUD","Told About Side Effects",0.964173279815681,"KHIR73FL.DTA","Cambodia",2014
"Injections","Told About Side Effects",0.825461781423535,"KHIR73FL.DTA","Cambodia",2014
"Female Sterilization","Told About Side Effects",0.873715331081526,"KHIR73FL.DTA","Cambodia",2014
"Implant","Told About Side Effects",0.944051912425493,"KHIR73FL.DTA","Cambodia",2014
"Pill","Told What to Do About Side Effects",0.667235054863424,"KHIR73FL.DTA","Cambodia",2014
"IUD","Told What to Do About Side Effects",0.957798086601916,"KHIR73FL.DTA","Cambodia",2014
"Injections","Told What to Do About Side Effects",0.781380259854584,"KHIR73FL.DTA","Cambodia",2014
"Female Sterilization","Told What to Do About Side Effects",0.762749546695669,"KHIR73FL.DTA","Cambodia",2014
"Implant","Told What to Do About Side Effects",0.926805204166681,"KHIR73FL.DTA","Cambodia",2014
"Total","Method Information Index",0.674124892880501,"KHIR73FL.DTA","Cambodia",2014
"Total","Told About Other Methods",0.75699150266255,"KHIR73FL.DTA","Cambodia",2014
"Total","Told About Side Effects",0.796304498975749,"KHIR73FL.DTA","Cambodia",2014
"Total","Told What to Do About Side Effects",0.759345566083566,"KHIR73FL.DTA","Cambodia",2014
"Pill","Method Information Index",0.310712830258778,"CMIR61FL.DTA","Cameroon",2011
"IUD","Method Information Index",0.574364949407964,"CMIR61FL.DTA","Cameroon",2011
"Injections","Method Information Index",0.421477861319664,"CMIR61FL.DTA","Cameroon",2011
"Female Sterilization","Method Information Index",0.333535556676273,"CMIR61FL.DTA","Cameroon",2011
"Implant","Method Information Index",0.72270017947475,"CMIR61FL.DTA","Cameroon",2011
"Pill","Told About Other Methods",0.662695409635931,"CMIR61FL.DTA","Cameroon",2011
"IUD","Told About Other Methods",0.666759643237148,"CMIR61FL.DTA","Cameroon",2011
"Injections","Told About Other Methods",0.693792508887277,"CMIR61FL.DTA","Cameroon",2011
"Female Sterilization","Told About Other Methods",0.35335355492999,"CMIR61FL.DTA","Cameroon",2011
"Implant","Told About Other Methods",0.821734987516143,"CMIR61FL.DTA","Cameroon",2011
"Pill","Told About Side Effects",0.497024781912772,"CMIR61FL.DTA","Cameroon",2011
"IUD","Told About Side Effects",0.907605306170816,"CMIR61FL.DTA","Cameroon",2011
"Injections","Told About Side Effects",0.669484638026283,"CMIR61FL.DTA","Cameroon",2011
"Female Sterilization","Told About Side Effects",0.694281641683251,"CMIR61FL.DTA","Cameroon",2011
"Implant","Told About Side Effects",0.911111973679266,"CMIR61FL.DTA","Cameroon",2011
"Pill","Told What to Do About Side Effects",0.351124390415536,"CMIR61FL.DTA","Cameroon",2011
"IUD","Told What to Do About Side Effects",0.850099338559318,"CMIR61FL.DTA","Cameroon",2011
"Injections","Told What to Do About Side Effects",0.525817092337254,"CMIR61FL.DTA","Cameroon",2011
"Female Sterilization","Told What to Do About Side Effects",0.568953881644427,"CMIR61FL.DTA","Cameroon",2011
"Implant","Told What to Do About Side Effects",0.808445773090156,"CMIR61FL.DTA","Cameroon",2011
"Total","Method Information Index",0.41834912028156,"CMIR61FL.DTA","Cameroon",2011
"Total","Told About Other Methods",0.675983851199807,"CMIR61FL.DTA","Cameroon",2011
"Total","Told About Side Effects",0.646873145433485,"CMIR61FL.DTA","Cameroon",2011
"Total","Told What to Do About Side Effects",0.509718916580328,"CMIR61FL.DTA","Cameroon",2011
"Pill","Method Information Index",0.343683174766487,"TDIR71FL.DTA","Chad",2014
"IUD","Method Information Index",0.622239468026661,"TDIR71FL.DTA","Chad",2014
"Injections","Method Information Index",0.422593476660346,"TDIR71FL.DTA","Chad",2014
"Female Sterilization","Method Information Index",0.0400169499215304,"TDIR71FL.DTA","Chad",2014
"Implant","Method Information Index",0.40224268904456,"TDIR71FL.DTA","Chad",2014
"Pill","Told About Other Methods",0.563873245140122,"TDIR71FL.DTA","Chad",2014
"IUD","Told About Other Methods",0.622239468026661,"TDIR71FL.DTA","Chad",2014
"Injections","Told About Other Methods",0.65221333808504,"TDIR71FL.DTA","Chad",2014
"Female Sterilization","Told About Other Methods",0.154817166180761,"TDIR71FL.DTA","Chad",2014
"Implant","Told About Other Methods",0.643183160991737,"TDIR71FL.DTA","Chad",2014
"Pill","Told About Side Effects",0.62118212823081,"TDIR71FL.DTA","Chad",2014
"IUD","Told About Side Effects",1,"TDIR71FL.DTA","Chad",2014
"Injections","Told About Side Effects",0.618947872791653,"TDIR71FL.DTA","Chad",2014
"Female Sterilization","Told About Side Effects",0.517820131949896,"TDIR71FL.DTA","Chad",2014
"Implant","Told About Side Effects",0.638320452302712,"TDIR71FL.DTA","Chad",2014
"Pill","Told What to Do About Side Effects",0.531517797809793,"TDIR71FL.DTA","Chad",2014
"IUD","Told What to Do About Side Effects",1,"TDIR71FL.DTA","Chad",2014
"Injections","Told What to Do About Side Effects",0.521334193625672,"TDIR71FL.DTA","Chad",2014
"Female Sterilization","Told What to Do About Side Effects",0.261713725354865,"TDIR71FL.DTA","Chad",2014
"Implant","Told What to Do About Side Effects",0.524550107169861,"TDIR71FL.DTA","Chad",2014
"Total","Method Information Index",0.387373669044533,"TDIR71FL.DTA","Chad",2014
"Total","Told About Other Methods",0.609859038137327,"TDIR71FL.DTA","Chad",2014
"Total","Told About Side Effects",0.62230285060908,"TDIR71FL.DTA","Chad",2014
"Total","Told What to Do About Side Effects",0.51252897813843,"TDIR71FL.DTA","Chad",2014
"Pill","Method Information Index",0.42595104889774,"KMIR61FL.DTA","Comoros",2012
"IUD","Method Information Index",0.266035165259556,"KMIR61FL.DTA","Comoros",2012
"Injections","Method Information Index",0.311577722949335,"KMIR61FL.DTA","Comoros",2012
"Female Sterilization","Method Information Index",0.355418873571706,"KMIR61FL.DTA","Comoros",2012
"Implant","Method Information Index",0.513767007752371,"KMIR61FL.DTA","Comoros",2012
"Pill","Told About Other Methods",0.659722766416411,"KMIR61FL.DTA","Comoros",2012
"IUD","Told About Other Methods",0.266035165259556,"KMIR61FL.DTA","Comoros",2012
"Injections","Told About Other Methods",0.633407772919235,"KMIR61FL.DTA","Comoros",2012
"Female Sterilization","Told About Other Methods",0.418688240695057,"KMIR61FL.DTA","Comoros",2012
"Implant","Told About Other Methods",0.742473739097914,"KMIR61FL.DTA","Comoros",2012
"Pill","Told About Side Effects",0.529975556820726,"KMIR61FL.DTA","Comoros",2012
"IUD","Told About Side Effects",0.266035165259556,"KMIR61FL.DTA","Comoros",2012
"Injections","Told About Side Effects",0.524608740982318,"KMIR61FL.DTA","Comoros",2012
"Female Sterilization","Told About Side Effects",0.637183141288947,"KMIR61FL.DTA","Comoros",2012
"Implant","Told About Side Effects",0.722435796817339,"KMIR61FL.DTA","Comoros",2012
"Pill","Told What to Do About Side Effects",0.474303894773436,"KMIR61FL.DTA","Comoros",2012
"IUD","Told What to Do About Side Effects",0.266035165259556,"KMIR61FL.DTA","Comoros",2012
"Injections","Told What to Do About Side Effects",0.387191841983721,"KMIR61FL.DTA","Comoros",2012
"Female Sterilization","Told What to Do About Side Effects",0.555787019736808,"KMIR61FL.DTA","Comoros",2012
"Implant","Told What to Do About Side Effects",0.562722861606772,"KMIR61FL.DTA","Comoros",2012
"Total","Method Information Index",0.376641106080397,"KMIR61FL.DTA","Comoros",2012
"Total","Told About Other Methods",0.645235279444056,"KMIR61FL.DTA","Comoros",2012
"Total","Told About Side Effects",0.561385197952964,"KMIR61FL.DTA","Comoros",2012
"Total","Told What to Do About Side Effects",0.445815810567247,"KMIR61FL.DTA","Comoros",2012
"Pill","Method Information Index",0.307398811048254,"CGIR60FL.DTA","Congo",2011
"IUD","Method Information Index",0.157221785281994,"CGIR60FL.DTA","Congo",2011
"Injections","Method Information Index",0.335010492279571,"CGIR60FL.DTA","Congo",2011
"Female Sterilization","Method Information Index",0.0555989693554635,"CGIR60FL.DTA","Congo",2011
"Implant","Method Information Index",0.733773119195313,"CGIR60FL.DTA","Congo",2011
"Pill","Told About Other Methods",0.494988912559767,"CGIR60FL.DTA","Congo",2011
"IUD","Told About Other Methods",1,"CGIR60FL.DTA","Congo",2011
"Injections","Told About Other Methods",0.547401482010424,"CGIR60FL.DTA","Congo",2011
"Female Sterilization","Told About Other Methods",0.129391633664997,"CGIR60FL.DTA","Congo",2011
"Implant","Told About Other Methods",0.760100260354288,"CGIR60FL.DTA","Congo",2011
"Pill","Told About Side Effects",0.509800811599138,"CGIR60FL.DTA","Congo",2011
"IUD","Told About Side Effects",0.157221785281994,"CGIR60FL.DTA","Congo",2011
"Injections","Told About Side Effects",0.627531306969163,"CGIR60FL.DTA","Congo",2011
"Female Sterilization","Told About Side Effects",0.627084818008841,"CGIR60FL.DTA","Congo",2011
"Implant","Told About Side Effects",0.792361021900498,"CGIR60FL.DTA","Congo",2011
"Pill","Told What to Do About Side Effects",0.401582457856518,"CGIR60FL.DTA","Congo",2011
