"Var1","Freq","WhyDisc","SurveyName","Country","StartYear"
"Married, Does Not Want Child within 2 Years",0.234293268378734,"Wanted To Become Pregnant","AOIR71FL.DTA","Angola",2015
"Married, Wants Child within 2 Years",0.392983476584289,"Wanted To Become Pregnant","AOIR71FL.DTA","Angola",2015
"Not Married, Not Sexually Active",0.0602862768551821,"Wanted To Become Pregnant","AOIR71FL.DTA","Angola",2015
"Not Married, Sexually Active",0.1505448635381,"Wanted To Become Pregnant","AOIR71FL.DTA","Angola",2015
"Infecund, Menopausal",0.0946112325716579,"Husband Disapproved","AOIR71FL.DTA","Angola",2015
"Married, Does Not Want Child within 2 Years",0.115364603507471,"Husband Disapproved","AOIR71FL.DTA","Angola",2015
"Married, Wants Child within 2 Years",0.01223048919825,"Husband Disapproved","AOIR71FL.DTA","Angola",2015
"Not Married, Not Sexually Active",0.060231527376105,"Husband Disapproved","AOIR71FL.DTA","Angola",2015
"Not Married, Sexually Active",0.127297965488918,"Husband Disapproved","AOIR71FL.DTA","Angola",2015
"Infecund, Menopausal",0.242143380215255,"Side Effects","AOIR71FL.DTA","Angola",2015
"Married, Does Not Want Child within 2 Years",0.330323376107491,"Side Effects","AOIR71FL.DTA","Angola",2015
"Married, Wants Child within 2 Years",0.220948603585016,"Side Effects","AOIR71FL.DTA","Angola",2015
"Not Married, Not Sexually Active",0.215684240135235,"Side Effects","AOIR71FL.DTA","Angola",2015
"Not Married, Sexually Active",0.272324862958232,"Side Effects","AOIR71FL.DTA","Angola",2015
"Infecund, Menopausal",0,"Access, Availability","AOIR71FL.DTA","Angola",2015
"Married, Does Not Want Child within 2 Years",0.0174011169386164,"Access, Availability","AOIR71FL.DTA","Angola",2015
"Married, Wants Child within 2 Years",0,"Access, Availability","AOIR71FL.DTA","Angola",2015
"Not Married, Not Sexually Active",0.0109075337883046,"Access, Availability","AOIR71FL.DTA","Angola",2015
"Not Married, Sexually Active",0,"Access, Availability","AOIR71FL.DTA","Angola",2015
"Infecund, Menopausal",0.0869536697770377,"Wanted More Effective Method","AOIR71FL.DTA","Angola",2015
"Married, Does Not Want Child within 2 Years",0.035274931830531,"Wanted More Effective Method","AOIR71FL.DTA","Angola",2015
"Married, Wants Child within 2 Years",0.040953495670344,"Wanted More Effective Method","AOIR71FL.DTA","Angola",2015
"Not Married, Not Sexually Active",0.0664891787305046,"Wanted More Effective Method","AOIR71FL.DTA","Angola",2015
"Not Married, Sexually Active",0.0343912244134923,"Wanted More Effective Method","AOIR71FL.DTA","Angola",2015
"Infecund, Menopausal",0.0120329367551998,"Inconvenient To Use","AOIR71FL.DTA","Angola",2015
"Married, Does Not Want Child within 2 Years",0.053011024608318,"Inconvenient To Use","AOIR71FL.DTA","Angola",2015
"Married, Wants Child within 2 Years",0.0218630769370831,"Inconvenient To Use","AOIR71FL.DTA","Angola",2015
"Not Married, Not Sexually Active",0.0283468595788376,"Inconvenient To Use","AOIR71FL.DTA","Angola",2015
"Not Married, Sexually Active",0.0510794835380193,"Inconvenient To Use","AOIR71FL.DTA","Angola",2015
"Infecund, Menopausal",0.100226802744293,"Infrequent Sex, Husband Away","AOIR71FL.DTA","Angola",2015
"Married, Does Not Want Child within 2 Years",0.0379990795788583,"Infrequent Sex, Husband Away","AOIR71FL.DTA","Angola",2015
"Married, Wants Child within 2 Years",0.0359606643836099,"Infrequent Sex, Husband Away","AOIR71FL.DTA","Angola",2015
"Not Married, Not Sexually Active",0.324553164180164,"Infrequent Sex, Husband Away","AOIR71FL.DTA","Angola",2015
"Not Married, Sexually Active",0.128482255965973,"Infrequent Sex, Husband Away","AOIR71FL.DTA","Angola",2015
"Infecund, Menopausal",0.065200592434773,"Cost","AOIR71FL.DTA","Angola",2015
"Married, Does Not Want Child within 2 Years",0.00843312276755331,"Cost","AOIR71FL.DTA","Angola",2015
"Married, Wants Child within 2 Years",0.0784122075711855,"Cost","AOIR71FL.DTA","Angola",2015
"Not Married, Not Sexually Active",0.00694302482132958,"Cost","AOIR71FL.DTA","Angola",2015
"Not Married, Sexually Active",0.0238712967181797,"Cost","AOIR71FL.DTA","Angola",2015
"Infecund, Menopausal",0,"Fatalistic","AOIR71FL.DTA","Angola",2015
"Married, Does Not Want Child within 2 Years",0.00473083401982358,"Fatalistic","AOIR71FL.DTA","Angola",2015
"Married, Wants Child within 2 Years",0.0949578942333961,"Fatalistic","AOIR71FL.DTA","Angola",2015
"Not Married, Not Sexually Active",0.00274356936672702,"Fatalistic","AOIR71FL.DTA","Angola",2015
"Not Married, Sexually Active",0,"Fatalistic","AOIR71FL.DTA","Angola",2015
"Infecund, Menopausal",0.184394338048865,"Difficult Pregnancy, Menopause","AOIR71FL.DTA","Angola",2015
"Married, Does Not Want Child within 2 Years",0.0138261850557539,"Difficult Pregnancy, Menopause","AOIR71FL.DTA","Angola",2015
"Married, Wants Child within 2 Years",0,"Difficult Pregnancy, Menopause","AOIR71FL.DTA","Angola",2015
"Not Married, Not Sexually Active",0,"Difficult Pregnancy, Menopause","AOIR71FL.DTA","Angola",2015
"Not Married, Sexually Active",0,"Difficult Pregnancy, Menopause","AOIR71FL.DTA","Angola",2015
"Infecund, Menopausal",0.0959833025319679,"Marital Dissolution","AOIR71FL.DTA","Angola",2015
"Married, Does Not Want Child within 2 Years",0.0107129001536147,"Marital Dissolution","AOIR71FL.DTA","Angola",2015
"Married, Wants Child within 2 Years",0,"Marital Dissolution","AOIR71FL.DTA","Angola",2015
"Not Married, Not Sexually Active",0.149330340245291,"Marital Dissolution","AOIR71FL.DTA","Angola",2015
"Not Married, Sexually Active",0.00360566238324715,"Marital Dissolution","AOIR71FL.DTA","Angola",2015
"Infecund, Menopausal",0,"Other","AOIR71FL.DTA","Angola",2015
"Married, Does Not Want Child within 2 Years",0.0809990418460307,"Other","AOIR71FL.DTA","Angola",2015
"Married, Wants Child within 2 Years",0.09642582079052,"Other","AOIR71FL.DTA","Angola",2015
"Not Married, Not Sexually Active",0.0427410350732023,"Other","AOIR71FL.DTA","Angola",2015
"Not Married, Sexually Active",0.101010063940487,"Other","AOIR71FL.DTA","Angola",2015
"Infecund, Menopausal",0,"Don't Know","AOIR71FL.DTA","Angola",2015
"Married, Does Not Want Child within 2 Years",0.0103782419126108,"Don't Know","AOIR71FL.DTA","Angola",2015
"Married, Wants Child within 2 Years",0.0052642710463061,"Don't Know","AOIR71FL.DTA","Angola",2015
"Not Married, Not Sexually Active",0.0214633032659069,"Don't Know","AOIR71FL.DTA","Angola",2015
"Not Married, Sexually Active",0.0205993800960026,"Don't Know","AOIR71FL.DTA","Angola",2015
"All Former Users",0.0818883185537901,"Became Pregnant","AMIR71FL.DTA","Armenia",2015
"All Former Users",0.383855050692824,"Wanted To Become Pregnant","AMIR71FL.DTA","Armenia",2015
"All Former Users",0.0562398672928318,"Husband Disapproved","AMIR71FL.DTA","Armenia",2015
"All Former Users",0.0292442296121657,"Side Effects","AMIR71FL.DTA","Armenia",2015
"All Former Users",0.00116996747306872,"Access, Availability","AMIR71FL.DTA","Armenia",2015
"All Former Users",0.00916643788915203,"Wanted More Effective Method","AMIR71FL.DTA","Armenia",2015
"All Former Users",0.0307879009187793,"Inconvenient To Use","AMIR71FL.DTA","Armenia",2015
"All Former Users",0.253085003998633,"Infrequent Sex, Husband Away","AMIR71FL.DTA","Armenia",2015
"All Former Users",0.00405292077047846,"Cost","AMIR71FL.DTA","Armenia",2015
"All Former Users",0.00838572375258784,"Fatalistic","AMIR71FL.DTA","Armenia",2015
"All Former Users",0.105936653458726,"Difficult Pregnancy, Menopause","AMIR71FL.DTA","Armenia",2015
"All Former Users",0.0186228816712592,"Marital Dissolution","AMIR71FL.DTA","Armenia",2015
"All Former Users",0.0175650439157044,"Other","AMIR71FL.DTA","Armenia",2015
"Infecund, Menopausal",0.0798874766137501,"Became Pregnant","AMIR71FL.DTA","Armenia",2015
"Married, Does Not Want Child within 2 Years",0.110599308311808,"Became Pregnant","AMIR71FL.DTA","Armenia",2015
"Married, Wants Child within 2 Years",0,"Became Pregnant","AMIR71FL.DTA","Armenia",2015
"Not Married, Not Sexually Active",0.0276424974724683,"Became Pregnant","AMIR71FL.DTA","Armenia",2015
"Infecund, Menopausal",0.182602795626594,"Wanted To Become Pregnant","AMIR71FL.DTA","Armenia",2015
"Married, Does Not Want Child within 2 Years",0.411218351812033,"Wanted To Become Pregnant","AMIR71FL.DTA","Armenia",2015
"Married, Wants Child within 2 Years",0.78526020739047,"Wanted To Become Pregnant","AMIR71FL.DTA","Armenia",2015
"Not Married, Not Sexually Active",0,"Wanted To Become Pregnant","AMIR71FL.DTA","Armenia",2015
"Infecund, Menopausal",0.037774602627545,"Husband Disapproved","AMIR71FL.DTA","Armenia",2015
"Married, Does Not Want Child within 2 Years",0.0569996287458511,"Husband Disapproved","AMIR71FL.DTA","Armenia",2015
"Married, Wants Child within 2 Years",0.0911870873354511,"Husband Disapproved","AMIR71FL.DTA","Armenia",2015
"Not Married, Not Sexually Active",0.0319761494119784,"Husband Disapproved","AMIR71FL.DTA","Armenia",2015
"Infecund, Menopausal",0.0174167113639854,"Side Effects","AMIR71FL.DTA","Armenia",2015
"Married, Does Not Want Child within 2 Years",0.0363236495317375,"Side Effects","AMIR71FL.DTA","Armenia",2015
"Married, Wants Child within 2 Years",0,"Side Effects","AMIR71FL.DTA","Armenia",2015
"Not Married, Not Sexually Active",0.0367463150111984,"Side Effects","AMIR71FL.DTA","Armenia",2015
"Infecund, Menopausal",0,"Access, Availability","AMIR71FL.DTA","Armenia",2015
"Married, Does Not Want Child within 2 Years",0,"Access, Availability","AMIR71FL.DTA","Armenia",2015
"Married, Wants Child within 2 Years",0,"Access, Availability","AMIR71FL.DTA","Armenia",2015
"Not Married, Not Sexually Active",0.00952636468112545,"Access, Availability","AMIR71FL.DTA","Armenia",2015
"Infecund, Menopausal",0.016840630045037,"Wanted More Effective Method","AMIR71FL.DTA","Armenia",2015
"Married, Does Not Want Child within 2 Years",0.0114852825530343,"Wanted More Effective Method","AMIR71FL.DTA","Armenia",2015
"Married, Wants Child within 2 Years",0,"Wanted More Effective Method","AMIR71FL.DTA","Armenia",2015
"Not Married, Not Sexually Active",0,"Wanted More Effective Method","AMIR71FL.DTA","Armenia",2015
"Infecund, Menopausal",0.0186448282302072,"Inconvenient To Use","AMIR71FL.DTA","Armenia",2015
"Married, Does Not Want Child within 2 Years",0.0387509213447138,"Inconvenient To Use","AMIR71FL.DTA","Armenia",2015
"Married, Wants Child within 2 Years",0.0326906400832404,"Inconvenient To Use","AMIR71FL.DTA","Armenia",2015
"Not Married, Not Sexually Active",0,"Inconvenient To Use","AMIR71FL.DTA","Armenia",2015
"Infecund, Menopausal",0.106187483958638,"Infrequent Sex, Husband Away","AMIR71FL.DTA","Armenia",2015
"Married, Does Not Want Child within 2 Years",0.279826161036058,"Infrequent Sex, Husband Away","AMIR71FL.DTA","Armenia",2015
"Married, Wants Child within 2 Years",0.0908620651908384,"Infrequent Sex, Husband Away","AMIR71FL.DTA","Armenia",2015
"Not Married, Not Sexually Active",0.436991017033632,"Infrequent Sex, Husband Away","AMIR71FL.DTA","Armenia",2015
"Infecund, Menopausal",0.016840630045037,"Cost","AMIR71FL.DTA","Armenia",2015
"Married, Does Not Want Child within 2 Years",0.00328909256822321,"Cost","AMIR71FL.DTA","Armenia",2015
"Married, Wants Child within 2 Years",0,"Cost","AMIR71FL.DTA","Armenia",2015
"Not Married, Not Sexually Active",0,"Cost","AMIR71FL.DTA","Armenia",2015
"Infecund, Menopausal",0,"Fatalistic","AMIR71FL.DTA","Armenia",2015
"Married, Does Not Want Child within 2 Years",0.0134410393944632,"Fatalistic","AMIR71FL.DTA","Armenia",2015
"Married, Wants Child within 2 Years",0,"Fatalistic","AMIR71FL.DTA","Armenia",2015
"Not Married, Not Sexually Active",0,"Fatalistic","AMIR71FL.DTA","Armenia",2015
"Infecund, Menopausal",0.441819495198078,"Difficult Pregnancy, Menopause","AMIR71FL.DTA","Armenia",2015
"Married, Does Not Want Child within 2 Years",0.0304298541054809,"Difficult Pregnancy, Menopause","AMIR71FL.DTA","Armenia",2015
"Married, Wants Child within 2 Years",0,"Difficult Pregnancy, Menopause","AMIR71FL.DTA","Armenia",2015
"Not Married, Not Sexually Active",0.280569550736494,"Difficult Pregnancy, Menopause","AMIR71FL.DTA","Armenia",2015
"Infecund, Menopausal",0,"Marital Dissolution","AMIR71FL.DTA","Armenia",2015
"Married, Does Not Want Child within 2 Years",0,"Marital Dissolution","AMIR71FL.DTA","Armenia",2015
"Married, Wants Child within 2 Years",0,"Marital Dissolution","AMIR71FL.DTA","Armenia",2015
"Not Married, Not Sexually Active",0.151635294397147,"Marital Dissolution","AMIR71FL.DTA","Armenia",2015
"Infecund, Menopausal",0.081985346291128,"Other","AMIR71FL.DTA","Armenia",2015
"Married, Does Not Want Child within 2 Years",0.00763671059659677,"Other","AMIR71FL.DTA","Armenia",2015
"Married, Wants Child within 2 Years",0,"Other","AMIR71FL.DTA","Armenia",2015
"Not Married, Not Sexually Active",0.0249128112559571,"Other","AMIR71FL.DTA","Armenia",2015
"All Former Users",0.0937987754221194,"Became Pregnant","BDIR7RFL.DTA","Bangladesh",2017
"All Former Users",0.389047494619897,"Wanted To Become Pregnant","BDIR7RFL.DTA","Bangladesh",2017
"All Former Users",0.00169069162530282,"Husband Disapproved","BDIR7RFL.DTA","Bangladesh",2017
"All Former Users",0.0628772656063332,"Side Effects","BDIR7RFL.DTA","Bangladesh",2017
"All Former Users",0.00136841223850279,"Access, Availability","BDIR7RFL.DTA","Bangladesh",2017
"All Former Users",0.00154416159862491,"Wanted More Effective Method","BDIR7RFL.DTA","Bangladesh",2017
"All Former Users",0.00262318676941221,"Inconvenient To Use","BDIR7RFL.DTA","Bangladesh",2017
"All Former Users",0.248728917136593,"Infrequent Sex, Husband Away","BDIR7RFL.DTA","Bangladesh",2017
"All Former Users",0.125675194482614,"Difficult Pregnancy, Menopause","BDIR7RFL.DTA","Bangladesh",2017
"All Former Users",0.0498160313796275,"Marital Dissolution","BDIR7RFL.DTA","Bangladesh",2017
"All Former Users",0.0224356458185801,"Other","BDIR7RFL.DTA","Bangladesh",2017
"All Former Users",0.000394223302393463,"Don't Know","BDIR7RFL.DTA","Bangladesh",2017
"Infecund, Menopausal",0.0110324770628171,"Became Pregnant","BDIR7RFL.DTA","Bangladesh",2017
"Married, Does Not Want Child within 2 Years",0.151845072255979,"Became Pregnant","BDIR7RFL.DTA","Bangladesh",2017
"Married, Wants Child within 2 Years",0.00748176120740915,"Became Pregnant","BDIR7RFL.DTA","Bangladesh",2017
"Not Married, Sexually Active",0.0334703853032232,"Became Pregnant","BDIR7RFL.DTA","Bangladesh",2017
"Infecund, Menopausal",0.0374657213603606,"Wanted To Become Pregnant","BDIR7RFL.DTA","Bangladesh",2017
"Married, Does Not Want Child within 2 Years",0.401854046065452,"Wanted To Become Pregnant","BDIR7RFL.DTA","Bangladesh",2017
"Married, Wants Child within 2 Years",0.819480580324496,"Wanted To Become Pregnant","BDIR7RFL.DTA","Bangladesh",2017
"Not Married, Sexually Active",0.0613255467507943,"Wanted To Become Pregnant","BDIR7RFL.DTA","Bangladesh",2017
"Infecund, Menopausal",0.00102922659501564,"Husband Disapproved","BDIR7RFL.DTA","Bangladesh",2017
"Married, Does Not Want Child within 2 Years",0.00158224312910505,"Husband Disapproved","BDIR7RFL.DTA","Bangladesh",2017
"Married, Wants Child within 2 Years",0.00162497937321681,"Husband Disapproved","BDIR7RFL.DTA","Bangladesh",2017
"Not Married, Sexually Active",0.00432596720710455,"Husband Disapproved","BDIR7RFL.DTA","Bangladesh",2017
"Infecund, Menopausal",0.0922812931494919,"Side Effects","BDIR7RFL.DTA","Bangladesh",2017
"Married, Does Not Want Child within 2 Years",0.0723911004844643,"Side Effects","BDIR7RFL.DTA","Bangladesh",2017
"Married, Wants Child within 2 Years",0.0211411775532702,"Side Effects","BDIR7RFL.DTA","Bangladesh",2017
"Not Married, Sexually Active",0.0182358741360176,"Side Effects","BDIR7RFL.DTA","Bangladesh",2017
"Infecund, Menopausal",0,"Access, Availability","BDIR7RFL.DTA","Bangladesh",2017
"Married, Does Not Want Child within 2 Years",0.0012225629037246,"Access, Availability","BDIR7RFL.DTA","Bangladesh",2017
"Married, Wants Child within 2 Years",0,"Access, Availability","BDIR7RFL.DTA","Bangladesh",2017
"Not Married, Sexually Active",0.00923700006091274,"Access, Availability","BDIR7RFL.DTA","Bangladesh",2017
"Infecund, Menopausal",0.00353953803409171,"Wanted More Effective Method","BDIR7RFL.DTA","Bangladesh",2017
"Married, Does Not Want Child within 2 Years",0.000994707255071887,"Wanted More Effective Method","BDIR7RFL.DTA","Bangladesh",2017
"Married, Wants Child within 2 Years",0,"Wanted More Effective Method","BDIR7RFL.DTA","Bangladesh",2017
"Not Married, Sexually Active",0.00506138652016328,"Wanted More Effective Method","BDIR7RFL.DTA","Bangladesh",2017
"Infecund, Menopausal",0.00151861686098717,"Inconvenient To Use","BDIR7RFL.DTA","Bangladesh",2017
"Married, Does Not Want Child within 2 Years",0.00293356455626447,"Inconvenient To Use","BDIR7RFL.DTA","Bangladesh",2017
"Married, Wants Child within 2 Years",0.00191721133312159,"Inconvenient To Use","BDIR7RFL.DTA","Bangladesh",2017
"Not Married, Sexually Active",0.004496465561264,"Inconvenient To Use","BDIR7RFL.DTA","Bangladesh",2017
"Infecund, Menopausal",0.0439653794568124,"Infrequent Sex, Husband Away","BDIR7RFL.DTA","Bangladesh",2017
"Married, Does Not Want Child within 2 Years",0.357633014070175,"Infrequent Sex, Husband Away","BDIR7RFL.DTA","Bangladesh",2017
"Married, Wants Child within 2 Years",0.146123814086537,"Infrequent Sex, Husband Away","BDIR7RFL.DTA","Bangladesh",2017
