Var1,Freq,WhyDisc,SurveyName,Country,StartYear
"Not Married, Sexually Active",0,Wanted More Effective Method,AFIR70FL.DTA,Afghanistan,2015
"Infecund, Menopausal",0.006774199,Inconvenient To Use,AFIR70FL.DTA,Afghanistan,2015
"Married, Does Not Want Child within 2 Years",0.007154261,Inconvenient To Use,AFIR70FL.DTA,Afghanistan,2015
"Married, Wants Child within 2 Years",0.007523379,Inconvenient To Use,AFIR70FL.DTA,Afghanistan,2015
"Not Married, Not Sexually Active",0,Inconvenient To Use,AFIR70FL.DTA,Afghanistan,2015
"Not Married, Sexually Active",0,Inconvenient To Use,AFIR70FL.DTA,Afghanistan,2015
"Infecund, Menopausal",0.026481119,"Infrequent Sex, Husband Away",AFIR70FL.DTA,Afghanistan,2015
"Married, Does Not Want Child within 2 Years",0.007963371,"Infrequent Sex, Husband Away",AFIR70FL.DTA,Afghanistan,2015
"Married, Wants Child within 2 Years",0.042738387,"Infrequent Sex, Husband Away",AFIR70FL.DTA,Afghanistan,2015
"Not Married, Not Sexually Active",0.263793772,"Infrequent Sex, Husband Away",AFIR70FL.DTA,Afghanistan,2015
"Not Married, Sexually Active",0,"Infrequent Sex, Husband Away",AFIR70FL.DTA,Afghanistan,2015
"Infecund, Menopausal",0.031738947,Cost,AFIR70FL.DTA,Afghanistan,2015
"Married, Does Not Want Child within 2 Years",0.004538513,Cost,AFIR70FL.DTA,Afghanistan,2015
"Married, Wants Child within 2 Years",0.004344684,Cost,AFIR70FL.DTA,Afghanistan,2015
"Not Married, Not Sexually Active",0,Cost,AFIR70FL.DTA,Afghanistan,2015
"Not Married, Sexually Active",0,Cost,AFIR70FL.DTA,Afghanistan,2015
"Infecund, Menopausal",0.006256454,Fatalistic,AFIR70FL.DTA,Afghanistan,2015
"Married, Does Not Want Child within 2 Years",0.024901612,Fatalistic,AFIR70FL.DTA,Afghanistan,2015
"Married, Wants Child within 2 Years",0.009446166,Fatalistic,AFIR70FL.DTA,Afghanistan,2015
"Not Married, Not Sexually Active",0,Fatalistic,AFIR70FL.DTA,Afghanistan,2015
"Not Married, Sexually Active",0,Fatalistic,AFIR70FL.DTA,Afghanistan,2015
"Infecund, Menopausal",0.228767035,"Difficult Pregnancy, Menopause",AFIR70FL.DTA,Afghanistan,2015
"Married, Does Not Want Child within 2 Years",0,"Difficult Pregnancy, Menopause",AFIR70FL.DTA,Afghanistan,2015
"Married, Wants Child within 2 Years",0,"Difficult Pregnancy, Menopause",AFIR70FL.DTA,Afghanistan,2015
"Not Married, Not Sexually Active",0,"Difficult Pregnancy, Menopause",AFIR70FL.DTA,Afghanistan,2015
"Not Married, Sexually Active",0,"Difficult Pregnancy, Menopause",AFIR70FL.DTA,Afghanistan,2015
"Infecund, Menopausal",0.105954378,Other,AFIR70FL.DTA,Afghanistan,2015
"Married, Does Not Want Child within 2 Years",0.094565172,Other,AFIR70FL.DTA,Afghanistan,2015
"Married, Wants Child within 2 Years",0.225844018,Other,AFIR70FL.DTA,Afghanistan,2015
"Not Married, Not Sexually Active",0.736206228,Other,AFIR70FL.DTA,Afghanistan,2015
"Not Married, Sexually Active",0.736667787,Other,AFIR70FL.DTA,Afghanistan,2015
"Infecund, Menopausal",0,Don't Know,AFIR70FL.DTA,Afghanistan,2015
"Married, Does Not Want Child within 2 Years",9.97E-05,Don't Know,AFIR70FL.DTA,Afghanistan,2015
"Married, Wants Child within 2 Years",0,Don't Know,AFIR70FL.DTA,Afghanistan,2015
"Not Married, Not Sexually Active",0,Don't Know,AFIR70FL.DTA,Afghanistan,2015
"Not Married, Sexually Active",0,Don't Know,AFIR70FL.DTA,Afghanistan,2015
All Former Users,0.045682712,Became Pregnant,AOIR71FL.DTA,Angola,2015
All Former Users,0.201634975,Wanted To Become Pregnant,AOIR71FL.DTA,Angola,2015
All Former Users,0.101695607,Husband Disapproved,AOIR71FL.DTA,Angola,2015
All Former Users,0.292513011,Side Effects,AOIR71FL.DTA,Angola,2015
All Former Users,0.010819763,"Access, Availability",AOIR71FL.DTA,Angola,2015
All Former Users,0.043725803,Wanted More Effective Method,AOIR71FL.DTA,Angola,2015
All Former Users,0.043733227,Inconvenient To Use,AOIR71FL.DTA,Angola,2015
All Former Users,0.085390149,"Infrequent Sex, Husband Away",AOIR71FL.DTA,Angola,2015
All Former Users,0.022200056,Cost,AOIR71FL.DTA,Angola,2015
All Former Users,0.010620185,Fatalistic,AOIR71FL.DTA,Angola,2015
All Former Users,0.026442764,"Difficult Pregnancy, Menopause",AOIR71FL.DTA,Angola,2015
All Former Users,0.030226049,Marital Dissolution,AOIR71FL.DTA,Angola,2015
All Former Users,0.07372205,Other,AOIR71FL.DTA,Angola,2015
All Former Users,0.01159365,Don't Know,AOIR71FL.DTA,Angola,2015
"Infecund, Menopausal",0.040602017,Became Pregnant,AOIR71FL.DTA,Angola,2015
"Married, Does Not Want Child within 2 Years",0.047252273,Became Pregnant,AOIR71FL.DTA,Angola,2015
"Married, Wants Child within 2 Years",0,Became Pregnant,AOIR71FL.DTA,Angola,2015
"Not Married, Not Sexually Active",0.010279947,Became Pregnant,AOIR71FL.DTA,Angola,2015
"Not Married, Sexually Active",0.086792941,Became Pregnant,AOIR71FL.DTA,Angola,2015
"Infecund, Menopausal",0.077851728,Wanted To Become Pregnant,AOIR71FL.DTA,Angola,2015
"Married, Does Not Want Child within 2 Years",0.234293268,Wanted To Become Pregnant,AOIR71FL.DTA,Angola,2015
"Married, Wants Child within 2 Years",0.392983477,Wanted To Become Pregnant,AOIR71FL.DTA,Angola,2015
"Not Married, Not Sexually Active",0.060286277,Wanted To Become Pregnant,AOIR71FL.DTA,Angola,2015
"Not Married, Sexually Active",0.150544864,Wanted To Become Pregnant,AOIR71FL.DTA,Angola,2015
"Infecund, Menopausal",0.094611233,Husband Disapproved,AOIR71FL.DTA,Angola,2015
"Married, Does Not Want Child within 2 Years",0.115364604,Husband Disapproved,AOIR71FL.DTA,Angola,2015
"Married, Wants Child within 2 Years",0.012230489,Husband Disapproved,AOIR71FL.DTA,Angola,2015
"Not Married, Not Sexually Active",0.060231527,Husband Disapproved,AOIR71FL.DTA,Angola,2015
"Not Married, Sexually Active",0.127297965,Husband Disapproved,AOIR71FL.DTA,Angola,2015
"Infecund, Menopausal",0.24214338,Side Effects,AOIR71FL.DTA,Angola,2015
"Married, Does Not Want Child within 2 Years",0.330323376,Side Effects,AOIR71FL.DTA,Angola,2015
"Married, Wants Child within 2 Years",0.220948604,Side Effects,AOIR71FL.DTA,Angola,2015
"Not Married, Not Sexually Active",0.21568424,Side Effects,AOIR71FL.DTA,Angola,2015
"Not Married, Sexually Active",0.272324863,Side Effects,AOIR71FL.DTA,Angola,2015
"Infecund, Menopausal",0,"Access, Availability",AOIR71FL.DTA,Angola,2015
"Married, Does Not Want Child within 2 Years",0.017401117,"Access, Availability",AOIR71FL.DTA,Angola,2015
"Married, Wants Child within 2 Years",0,"Access, Availability",AOIR71FL.DTA,Angola,2015
"Not Married, Not Sexually Active",0.010907534,"Access, Availability",AOIR71FL.DTA,Angola,2015
"Not Married, Sexually Active",0,"Access, Availability",AOIR71FL.DTA,Angola,2015
"Infecund, Menopausal",0.08695367,Wanted More Effective Method,AOIR71FL.DTA,Angola,2015
"Married, Does Not Want Child within 2 Years",0.035274932,Wanted More Effective Method,AOIR71FL.DTA,Angola,2015
"Married, Wants Child within 2 Years",0.040953496,Wanted More Effective Method,AOIR71FL.DTA,Angola,2015
"Not Married, Not Sexually Active",0.066489179,Wanted More Effective Method,AOIR71FL.DTA,Angola,2015
"Not Married, Sexually Active",0.034391224,Wanted More Effective Method,AOIR71FL.DTA,Angola,2015
"Infecund, Menopausal",0.012032937,Inconvenient To Use,AOIR71FL.DTA,Angola,2015
"Married, Does Not Want Child within 2 Years",0.053011025,Inconvenient To Use,AOIR71FL.DTA,Angola,2015
"Married, Wants Child within 2 Years",0.021863077,Inconvenient To Use,AOIR71FL.DTA,Angola,2015
"Not Married, Not Sexually Active",0.02834686,Inconvenient To Use,AOIR71FL.DTA,Angola,2015
"Not Married, Sexually Active",0.051079484,Inconvenient To Use,AOIR71FL.DTA,Angola,2015
"Infecund, Menopausal",0.100226803,"Infrequent Sex, Husband Away",AOIR71FL.DTA,Angola,2015
"Married, Does Not Want Child within 2 Years",0.03799908,"Infrequent Sex, Husband Away",AOIR71FL.DTA,Angola,2015
"Married, Wants Child within 2 Years",0.035960664,"Infrequent Sex, Husband Away",AOIR71FL.DTA,Angola,2015
"Not Married, Not Sexually Active",0.324553164,"Infrequent Sex, Husband Away",AOIR71FL.DTA,Angola,2015
"Not Married, Sexually Active",0.128482256,"Infrequent Sex, Husband Away",AOIR71FL.DTA,Angola,2015
"Infecund, Menopausal",0.065200592,Cost,AOIR71FL.DTA,Angola,2015
"Married, Does Not Want Child within 2 Years",0.008433123,Cost,AOIR71FL.DTA,Angola,2015
"Married, Wants Child within 2 Years",0.078412208,Cost,AOIR71FL.DTA,Angola,2015
"Not Married, Not Sexually Active",0.006943025,Cost,AOIR71FL.DTA,Angola,2015
"Not Married, Sexually Active",0.023871297,Cost,AOIR71FL.DTA,Angola,2015
"Infecund, Menopausal",0,Fatalistic,AOIR71FL.DTA,Angola,2015
"Married, Does Not Want Child within 2 Years",0.004730834,Fatalistic,AOIR71FL.DTA,Angola,2015
"Married, Wants Child within 2 Years",0.094957894,Fatalistic,AOIR71FL.DTA,Angola,2015
"Not Married, Not Sexually Active",0.002743569,Fatalistic,AOIR71FL.DTA,Angola,2015
"Not Married, Sexually Active",0,Fatalistic,AOIR71FL.DTA,Angola,2015
"Infecund, Menopausal",0.184394338,"Difficult Pregnancy, Menopause",AOIR71FL.DTA,Angola,2015
"Married, Does Not Want Child within 2 Years",0.013826185,"Difficult Pregnancy, Menopause",AOIR71FL.DTA,Angola,2015
"Married, Wants Child within 2 Years",0,"Difficult Pregnancy, Menopause",AOIR71FL.DTA,Angola,2015
"Not Married, Not Sexually Active",0,"Difficult Pregnancy, Menopause",AOIR71FL.DTA,Angola,2015
"Not Married, Sexually Active",0,"Difficult Pregnancy, Menopause",AOIR71FL.DTA,Angola,2015
"Infecund, Menopausal",0.095983303,Marital Dissolution,AOIR71FL.DTA,Angola,2015
"Married, Does Not Want Child within 2 Years",0.0107129,Marital Dissolution,AOIR71FL.DTA,Angola,2015
"Married, Wants Child within 2 Years",0,Marital Dissolution,AOIR71FL.DTA,Angola,2015
"Not Married, Not Sexually Active",0.14933034,Marital Dissolution,AOIR71FL.DTA,Angola,2015
"Not Married, Sexually Active",0.003605662,Marital Dissolution,AOIR71FL.DTA,Angola,2015
"Infecund, Menopausal",0,Other,AOIR71FL.DTA,Angola,2015
"Married, Does Not Want Child within 2 Years",0.080999042,Other,AOIR71FL.DTA,Angola,2015
"Married, Wants Child within 2 Years",0.096425821,Other,AOIR71FL.DTA,Angola,2015
"Not Married, Not Sexually Active",0.042741035,Other,AOIR71FL.DTA,Angola,2015
"Not Married, Sexually Active",0.101010064,Other,AOIR71FL.DTA,Angola,2015
"Infecund, Menopausal",0,Don't Know,AOIR71FL.DTA,Angola,2015
"Married, Does Not Want Child within 2 Years",0.010378242,Don't Know,AOIR71FL.DTA,Angola,2015
"Married, Wants Child within 2 Years",0.005264271,Don't Know,AOIR71FL.DTA,Angola,2015
"Not Married, Not Sexually Active",0.021463303,Don't Know,AOIR71FL.DTA,Angola,2015
"Not Married, Sexually Active",0.02059938,Don't Know,AOIR71FL.DTA,Angola,2015
All Former Users,0.081888319,Became Pregnant,AMIR71FL.DTA,Armenia,2015
All Former Users,0.383855051,Wanted To Become Pregnant,AMIR71FL.DTA,Armenia,2015
All Former Users,0.056239867,Husband Disapproved,AMIR71FL.DTA,Armenia,2015
All Former Users,0.02924423,Side Effects,AMIR71FL.DTA,Armenia,2015
All Former Users,0.001169967,"Access, Availability",AMIR71FL.DTA,Armenia,2015
All Former Users,0.009166438,Wanted More Effective Method,AMIR71FL.DTA,Armenia,2015
All Former Users,0.030787901,Inconvenient To Use,AMIR71FL.DTA,Armenia,2015
All Former Users,0.253085004,"Infrequent Sex, Husband Away",AMIR71FL.DTA,Armenia,2015
All Former Users,0.004052921,Cost,AMIR71FL.DTA,Armenia,2015
All Former Users,0.008385724,Fatalistic,AMIR71FL.DTA,Armenia,2015
All Former Users,0.105936653,"Difficult Pregnancy, Menopause",AMIR71FL.DTA,Armenia,2015
All Former Users,0.018622882,Marital Dissolution,AMIR71FL.DTA,Armenia,2015
All Former Users,0.017565044,Other,AMIR71FL.DTA,Armenia,2015
"Infecund, Menopausal",0.079887477,Became Pregnant,AMIR71FL.DTA,Armenia,2015
"Married, Does Not Want Child within 2 Years",0.110599308,Became Pregnant,AMIR71FL.DTA,Armenia,2015
"Married, Wants Child within 2 Years",0,Became Pregnant,AMIR71FL.DTA,Armenia,2015
"Not Married, Not Sexually Active",0.027642497,Became Pregnant,AMIR71FL.DTA,Armenia,2015
"Infecund, Menopausal",0.182602796,Wanted To Become Pregnant,AMIR71FL.DTA,Armenia,2015
"Married, Does Not Want Child within 2 Years",0.411218352,Wanted To Become Pregnant,AMIR71FL.DTA,Armenia,2015
"Married, Wants Child within 2 Years",0.785260207,Wanted To Become Pregnant,AMIR71FL.DTA,Armenia,2015
"Not Married, Not Sexually Active",0,Wanted To Become Pregnant,AMIR71FL.DTA,Armenia,2015
"Infecund, Menopausal",0.037774603,Husband Disapproved,AMIR71FL.DTA,Armenia,2015
"Married, Does Not Want Child within 2 Years",0.056999629,Husband Disapproved,AMIR71FL.DTA,Armenia,2015
"Married, Wants Child within 2 Years",0.091187087,Husband Disapproved,AMIR71FL.DTA,Armenia,2015
"Not Married, Not Sexually Active",0.031976149,Husband Disapproved,AMIR71FL.DTA,Armenia,2015
"Infecund, Menopausal",0.017416711,Side Effects,AMIR71FL.DTA,Armenia,2015
"Married, Does Not Want Child within 2 Years",0.03632365,Side Effects,AMIR71FL.DTA,Armenia,2015
"Married, Wants Child within 2 Years",0,Side Effects,AMIR71FL.DTA,Armenia,2015
"Not Married, Not Sexually Active",0.036746315,Side Effects,AMIR71FL.DTA,Armenia,2015
"Infecund, Menopausal",0,"Access, Availability",AMIR71FL.DTA,Armenia,2015
"Married, Does Not Want Child within 2 Years",0,"Access, Availability",AMIR71FL.DTA,Armenia,2015
"Married, Wants Child within 2 Years",0,"Access, Availability",AMIR71FL.DTA,Armenia,2015
"Not Married, Not Sexually Active",0.009526365,"Access, Availability",AMIR71FL.DTA,Armenia,2015
"Infecund, Menopausal",0.01684063,Wanted More Effective Method,AMIR71FL.DTA,Armenia,2015
"Married, Does Not Want Child within 2 Years",0.011485283,Wanted More Effective Method,AMIR71FL.DTA,Armenia,2015
"Married, Wants Child within 2 Years",0,Wanted More Effective Method,AMIR71FL.DTA,Armenia,2015
"Not Married, Not Sexually Active",0,Wanted More Effective Method,AMIR71FL.DTA,Armenia,2015
"Infecund, Menopausal",0.018644828,Inconvenient To Use,AMIR71FL.DTA,Armenia,2015
"Married, Does Not Want Child within 2 Years",0.038750921,Inconvenient To Use,AMIR71FL.DTA,Armenia,2015
"Married, Wants Child within 2 Years",0.03269064,Inconvenient To Use,AMIR71FL.DTA,Armenia,2015
"Not Married, Not Sexually Active",0,Inconvenient To Use,AMIR71FL.DTA,Armenia,2015
"Infecund, Menopausal",0.106187484,"Infrequent Sex, Husband Away",AMIR71FL.DTA,Armenia,2015
"Married, Does Not Want Child within 2 Years",0.279826161,"Infrequent Sex, Husband Away",AMIR71FL.DTA,Armenia,2015
"Married, Wants Child within 2 Years",0.090862065,"Infrequent Sex, Husband Away",AMIR71FL.DTA,Armenia,2015
"Not Married, Not Sexually Active",0.436991017,"Infrequent Sex, Husband Away",AMIR71FL.DTA,Armenia,2015
"Infecund, Menopausal",0.01684063,Cost,AMIR71FL.DTA,Armenia,2015
"Married, Does Not Want Child within 2 Years",0.003289093,Cost,AMIR71FL.DTA,Armenia,2015
"Married, Wants Child within 2 Years",0,Cost,AMIR71FL.DTA,Armenia,2015
"Not Married, Not Sexually Active",0,Cost,AMIR71FL.DTA,Armenia,2015
"Infecund, Menopausal",0,Fatalistic,AMIR71FL.DTA,Armenia,2015
"Married, Does Not Want Child within 2 Years",0.013441039,Fatalistic,AMIR71FL.DTA,Armenia,2015
"Married, Wants Child within 2 Years",0,Fatalistic,AMIR71FL.DTA,Armenia,2015
"Not Married, Not Sexually Active",0,Fatalistic,AMIR71FL.DTA,Armenia,2015
"Infecund, Menopausal",0.441819495,"Difficult Pregnancy, Menopause",AMIR71FL.DTA,Armenia,2015
"Married, Does Not Want Child within 2 Years",0.030429854,"Difficult Pregnancy, Menopause",AMIR71FL.DTA,Armenia,2015
"Married, Wants Child within 2 Years",0,"Difficult Pregnancy, Menopause",AMIR71FL.DTA,Armenia,2015
"Not Married, Not Sexually Active",0.280569551,"Difficult Pregnancy, Menopause",AMIR71FL.DTA,Armenia,2015
"Infecund, Menopausal",0,Marital Dissolution,AMIR71FL.DTA,Armenia,2015
"Married, Does Not Want Child within 2 Years",0,Marital Dissolution,AMIR71FL.DTA,Armenia,2015
"Married, Wants Child within 2 Years",0,Marital Dissolution,AMIR71FL.DTA,Armenia,2015
"Not Married, Not Sexually Active",0.151635294,Marital Dissolution,AMIR71FL.DTA,Armenia,2015
"Infecund, Menopausal",0.081985346,Other,AMIR71FL.DTA,Armenia,2015
"Married, Does Not Want Child within 2 Years",0.007636711,Other,AMIR71FL.DTA,Armenia,2015
"Married, Wants Child within 2 Years",0,Other,AMIR71FL.DTA,Armenia,2015
"Not Married, Not Sexually Active",0.024912811,Other,AMIR71FL.DTA,Armenia,2015
All Former Users,0.093798775,Became Pregnant,BDIR7RFL.DTA,Bangladesh,2017
All Former Users,0.389047495,Wanted To Become Pregnant,BDIR7RFL.DTA,Bangladesh,2017
All Former Users,0.001690692,Husband Disapproved,BDIR7RFL.DTA,Bangladesh,2017
All Former Users,0.062877266,Side Effects,BDIR7RFL.DTA,Bangladesh,2017
All Former Users,0.001368412,"Access, Availability",BDIR7RFL.DTA,Bangladesh,2017
All Former Users,0.001544162,Wanted More Effective Method,BDIR7RFL.DTA,Bangladesh,2017
All Former Users,0.002623187,Inconvenient To Use,BDIR7RFL.DTA,Bangladesh,2017
All Former Users,0.248728917,"Infrequent Sex, Husband Away",BDIR7RFL.DTA,Bangladesh,2017
All Former Users,0.125675194,"Difficult Pregnancy, Menopause",BDIR7RFL.DTA,Bangladesh,2017
All Former Users,0.049816031,Marital Dissolution,BDIR7RFL.DTA,Bangladesh,2017
All Former Users,0.022435646,Other,BDIR7RFL.DTA,Bangladesh,2017
All Former Users,0.000394223,Don't Know,BDIR7RFL.DTA,Bangladesh,2017
"Infecund, Menopausal",0.011032477,Became Pregnant,BDIR7RFL.DTA,Bangladesh,2017
"Married, Does Not Want Child within 2 Years",0.151845072,Became Pregnant,BDIR7RFL.DTA,Bangladesh,2017
"Married, Wants Child within 2 Years",0.007481761,Became Pregnant,BDIR7RFL.DTA,Bangladesh,2017
"Not Married, Sexually Active",0.033470385,Became Pregnant,BDIR7RFL.DTA,Bangladesh,2017
"Infecund, Menopausal",0.037465721,Wanted To Become Pregnant,BDIR7RFL.DTA,Bangladesh,2017
"Married, Does Not Want Child within 2 Years",0.401854046,Wanted To Become Pregnant,BDIR7RFL.DTA,Bangladesh,2017
"Married, Wants Child within 2 Years",0.81948058,Wanted To Become Pregnant,BDIR7RFL.DTA,Bangladesh,2017
"Not Married, Sexually Active",0.061325547,Wanted To Become Pregnant,BDIR7RFL.DTA,Bangladesh,2017
"Infecund, Menopausal",0.001029227,Husband Disapproved,BDIR7RFL.DTA,Bangladesh,2017
"Married, Does Not Want Child within 2 Years",0.001582243,Husband Disapproved,BDIR7RFL.DTA,Bangladesh,2017
"Married, Wants Child within 2 Years",0.001624979,Husband Disapproved,BDIR7RFL.DTA,Bangladesh,2017
"Not Married, Sexually Active",0.004325967,Husband Disapproved,BDIR7RFL.DTA,Bangladesh,2017
"Infecund, Menopausal",0.092281293,Side Effects,BDIR7RFL.DTA,Bangladesh,2017
"Married, Does Not Want Child within 2 Years",0.0723911,Side Effects,BDIR7RFL.DTA,Bangladesh,2017
"Married, Wants Child within 2 Years",0.021141178,Side Effects,BDIR7RFL.DTA,Bangladesh,2017
"Not Married, Sexually Active",0.018235874,Side Effects,BDIR7RFL.DTA,Bangladesh,2017
"Infecund, Menopausal",0,"Access, Availability",BDIR7RFL.DTA,Bangladesh,2017
"Married, Does Not Want Child within 2 Years",0.001222563,"Access, Availability",BDIR7RFL.DTA,Bangladesh,2017
"Married, Wants Child within 2 Years",0,"Access, Availability",BDIR7RFL.DTA,Bangladesh,2017
"Not Married, Sexually Active",0.009237,"Access, Availability",BDIR7RFL.DTA,Bangladesh,2017
"Infecund, Menopausal",0.003539538,Wanted More Effective Method,BDIR7RFL.DTA,Bangladesh,2017
"Married, Does Not Want Child within 2 Years",0.000994707,Wanted More Effective Method,BDIR7RFL.DTA,Bangladesh,2017
"Married, Wants Child within 2 Years",0,Wanted More Effective Method,BDIR7RFL.DTA,Bangladesh,2017
"Not Married, Sexually Active",0.005061387,Wanted More Effective Method,BDIR7RFL.DTA,Bangladesh,2017
"Infecund, Menopausal",0.001518617,Inconvenient To Use,BDIR7RFL.DTA,Bangladesh,2017
"Married, Does Not Want Child within 2 Years",0.002933565,Inconvenient To Use,BDIR7RFL.DTA,Bangladesh,2017
"Married, Wants Child within 2 Years",0.001917211,Inconvenient To Use,BDIR7RFL.DTA,Bangladesh,2017
"Not Married, Sexually Active",0.004496466,Inconvenient To Use,BDIR7RFL.DTA,Bangladesh,2017
"Infecund, Menopausal",0.043965379,"Infrequent Sex, Husband Away",BDIR7RFL.DTA,Bangladesh,2017
"Married, Does Not Want Child within 2 Years",0.357633014,"Infrequent Sex, Husband Away",BDIR7RFL.DTA,Bangladesh,2017
"Married, Wants Child within 2 Years",0.146123814,"Infrequent Sex, Husband Away",BDIR7RFL.DTA,Bangladesh,2017
"Not Married, Sexually Active",0.107184271,"Infrequent Sex, Husband Away",BDIR7RFL.DTA,Bangladesh,2017
"Infecund, Menopausal",0.715829622,"Difficult Pregnancy, Menopause",BDIR7RFL.DTA,Bangladesh,2017
"Married, Does Not Want Child within 2 Years",0.001757346,"Difficult Pregnancy, Menopause",BDIR7RFL.DTA,Bangladesh,2017
"Married, Wants Child within 2 Years",0,"Difficult Pregnancy, Menopause",BDIR7RFL.DTA,Bangladesh,2017
"Not Married, Sexually Active",0.030375762,"Difficult Pregnancy, Menopause",BDIR7RFL.DTA,Bangladesh,2017
"Infecund, Menopausal",0,Marital Dissolution,BDIR7RFL.DTA,Bangladesh,2017
"Married, Does Not Want Child within 2 Years",0.000468643,Marital Dissolution,BDIR7RFL.DTA,Bangladesh,2017
"Married, Wants Child within 2 Years",0,Marital Dissolution,BDIR7RFL.DTA,Bangladesh,2017
"Not Married, Sexually Active",0.695228527,Marital Dissolution,BDIR7RFL.DTA,Bangladesh,2017
"Infecund, Menopausal",0.093338125,Other,BDIR7RFL.DTA,Bangladesh,2017
"Married, Does Not Want Child within 2 Years",0.007317701,Other,BDIR7RFL.DTA,Bangladesh,2017
"Married, Wants Child within 2 Years",0,Other,BDIR7RFL.DTA,Bangladesh,2017
"Not Married, Sexually Active",0.031058814,Other,BDIR7RFL.DTA,Bangladesh,2017
"Infecund, Menopausal",0,Don't Know,BDIR7RFL.DTA,Bangladesh,2017
"Married, Does Not Want Child within 2 Years",0,Don't Know,BDIR7RFL.DTA,Bangladesh,2017
"Married, Wants Child within 2 Years",0.002230476,Don't Know,BDIR7RFL.DTA,Bangladesh,2017
