Method,Freq,SurveyName,Country,StartYear
Male Sterilization,0.020356122,BDIR61FL.DTA,Bangladesh,2011
Periodic Abstinence,0.113105045,BDIR61FL.DTA,Bangladesh,2011
Withdrawal,0.030350671,BDIR61FL.DTA,Bangladesh,2011
Other,0.006208974,BDIR61FL.DTA,Bangladesh,2011
Implant,0.018552671,BDIR61FL.DTA,Bangladesh,2011
Pill,0.083999236,BJIR71FL.DTA,Benin,2017
IUD,0.088327417,BJIR71FL.DTA,Benin,2017
Injections,0.131826229,BJIR71FL.DTA,Benin,2017
Male Condom,0.14632987,BJIR71FL.DTA,Benin,2017
Female Sterilization,0.008825457,BJIR71FL.DTA,Benin,2017
Periodic Abstinence,0.104138233,BJIR71FL.DTA,Benin,2017
Withdrawal,0.072009043,BJIR71FL.DTA,Benin,2017
Other Traditional Method,0.01402255,BJIR71FL.DTA,Benin,2017
Implant,0.314555699,BJIR71FL.DTA,Benin,2017
Lactational Amenorrhea,0.007615037,BJIR71FL.DTA,Benin,2017
Emergency Contraception,0.005289923,BJIR71FL.DTA,Benin,2017
Other Modern Method,0.001051132,BJIR71FL.DTA,Benin,2017
Standard Days Method,0.022010174,BJIR71FL.DTA,Benin,2017
Pill,0.093310044,BJIR61FL.DTA,Benin,2011
IUD,0.029570545,BJIR61FL.DTA,Benin,2011
Injections,0.121146402,BJIR61FL.DTA,Benin,2011
Male Condom,0.230672847,BJIR61FL.DTA,Benin,2011
Female Sterilization,0.008297329,BJIR61FL.DTA,Benin,2011
Periodic Abstinence,0.218694222,BJIR61FL.DTA,Benin,2011
Withdrawal,0.049740212,BJIR61FL.DTA,Benin,2011
Other,0.092103221,BJIR61FL.DTA,Benin,2011
Implant,0.055863247,BJIR61FL.DTA,Benin,2011
Lactational Amenorrhea,0.025474255,BJIR61FL.DTA,Benin,2011
Female Condom,0.003546565,BJIR61FL.DTA,Benin,2011
Foam Or Jelly,0.000446177,BJIR61FL.DTA,Benin,2011
Other Modern Method,0.071134933,BJIR61FL.DTA,Benin,2011
Pill,0.18017944,BFIR62FL.DTA,Burkina Faso,2010
IUD,0.014977135,BFIR62FL.DTA,Burkina Faso,2010
Injections,0.331936393,BFIR62FL.DTA,Burkina Faso,2010
Male Condom,0.199926128,BFIR62FL.DTA,Burkina Faso,2010
Female Sterilization,0.00967968,BFIR62FL.DTA,Burkina Faso,2010
Periodic Abstinence,0.05827036,BFIR62FL.DTA,Burkina Faso,2010
Withdrawal,0.003774376,BFIR62FL.DTA,Burkina Faso,2010
Other Traditional Method,0.003453048,BFIR62FL.DTA,Burkina Faso,2010
Implant,0.18733588,BFIR62FL.DTA,Burkina Faso,2010
Lactational Amenorrhea,0.004246853,BFIR62FL.DTA,Burkina Faso,2010
Female Condom,0.00226071,BFIR62FL.DTA,Burkina Faso,2010
Foam Or Jelly,0.001200489,BFIR62FL.DTA,Burkina Faso,2010
Other Modern Method,0.001525813,BFIR62FL.DTA,Burkina Faso,2010
Standard Days Method,0.001233695,BFIR62FL.DTA,Burkina Faso,2010
Pill,0.058630623,BUIR70FL.DTA,Burundi,2016
IUD,0.032691825,BUIR70FL.DTA,Burundi,2016
Injections,0.397992519,BUIR70FL.DTA,Burundi,2016
Male Condom,0.065251671,BUIR70FL.DTA,Burundi,2016
Female Sterilization,0.017530989,BUIR70FL.DTA,Burundi,2016
Male Sterilization,0.004202237,BUIR70FL.DTA,Burundi,2016
Periodic Abstinence,0.074786167,BUIR70FL.DTA,Burundi,2016
Withdrawal,0.10316931,BUIR70FL.DTA,Burundi,2016
Other Traditional Method,0.007224176,BUIR70FL.DTA,Burundi,2016
Implant,0.213885518,BUIR70FL.DTA,Burundi,2016
Lactational Amenorrhea,0.005848779,BUIR70FL.DTA,Burundi,2016
Female Condom,0.000926436,BUIR70FL.DTA,Burundi,2016
Emergency Contraception,0.003135087,BUIR70FL.DTA,Burundi,2016
Standard Days Method,0.014724664,BUIR70FL.DTA,Burundi,2016
Pill,0.107938771,BUIR61FL.DTA,Burundi,2010
IUD,0.124130304,BUIR61FL.DTA,Burundi,2010
Injections,0.472235714,BUIR61FL.DTA,Burundi,2010
Male Condom,0.058843267,BUIR61FL.DTA,Burundi,2010
Female Sterilization,0.026613067,BUIR61FL.DTA,Burundi,2010
Periodic Abstinence,0.080690105,BUIR61FL.DTA,Burundi,2010
Withdrawal,0.098484726,BUIR61FL.DTA,Burundi,2010
Implant,0.028089565,BUIR61FL.DTA,Burundi,2010
Lactational Amenorrhea,0.001024205,BUIR61FL.DTA,Burundi,2010
Female Condom,0.000621483,BUIR61FL.DTA,Burundi,2010
Foam Or Jelly,0.000478783,BUIR61FL.DTA,Burundi,2010
Other Modern Method,0.00085001,BUIR61FL.DTA,Burundi,2010
Pill,0.309761586,KHIR73FL.DTA,Cambodia,2014
IUD,0.078212484,KHIR73FL.DTA,Cambodia,2014
Injections,0.161569812,KHIR73FL.DTA,Cambodia,2014
Male Condom,0.03920294,KHIR73FL.DTA,Cambodia,2014
Female Sterilization,0.057159254,KHIR73FL.DTA,Cambodia,2014
Male Sterilization,0.001521447,KHIR73FL.DTA,Cambodia,2014
Periodic Abstinence,0.052745935,KHIR73FL.DTA,Cambodia,2014
Withdrawal,0.255138839,KHIR73FL.DTA,Cambodia,2014
Other Traditional Method,0.0014677,KHIR73FL.DTA,Cambodia,2014
Implant,0.037929226,KHIR73FL.DTA,Cambodia,2014
Lactational Amenorrhea,0.001124893,KHIR73FL.DTA,Cambodia,2014
Female Condom,3.85E-05,KHIR73FL.DTA,Cambodia,2014
Other Modern Method,0.001042904,KHIR73FL.DTA,Cambodia,2014
Chinese (Monthly) Pill,0.003084455,KHIR73FL.DTA,Cambodia,2014
Pill,0.066793714,CMIR61FL.DTA,Cameroon,2011
IUD,0.006974769,CMIR61FL.DTA,Cameroon,2011
Injections,0.098177009,CMIR61FL.DTA,Cameroon,2011
Male Condom,0.457067708,CMIR61FL.DTA,Cameroon,2011
Female Sterilization,0.015557099,CMIR61FL.DTA,Cameroon,2011
Male Sterilization,8.68E-05,CMIR61FL.DTA,Cameroon,2011
Periodic Abstinence,0.248274404,CMIR61FL.DTA,Cameroon,2011
Withdrawal,0.052884949,CMIR61FL.DTA,Cameroon,2011
Other,0.017271755,CMIR61FL.DTA,Cameroon,2011
Implant,0.021258163,CMIR61FL.DTA,Cameroon,2011
Lactational Amenorrhea,0.008822685,CMIR61FL.DTA,Cameroon,2011
Female Condom,0.006200769,CMIR61FL.DTA,Cameroon,2011
Foam Or Jelly,0.000630195,CMIR61FL.DTA,Cameroon,2011
Pill,0.065090538,TDIR71FL.DTA,Chad,2014
IUD,0.006058155,TDIR71FL.DTA,Chad,2014
Injections,0.333682833,TDIR71FL.DTA,Chad,2014
Male Condom,0.126477112,TDIR71FL.DTA,Chad,2014
Female Sterilization,0.037221327,TDIR71FL.DTA,Chad,2014
Periodic Abstinence,0.078995017,TDIR71FL.DTA,Chad,2014
Withdrawal,0.005560006,TDIR71FL.DTA,Chad,2014
Other,0.010841942,TDIR71FL.DTA,Chad,2014
Implant,0.168110081,TDIR71FL.DTA,Chad,2014
Lactational Amenorrhea,0.164359567,TDIR71FL.DTA,Chad,2014
Other Modern Method,0.003603421,TDIR71FL.DTA,Chad,2014
Pill,0.144342891,KMIR61FL.DTA,Comoros,2012
IUD,0.002790942,KMIR61FL.DTA,Comoros,2012
Injections,0.274110131,KMIR61FL.DTA,Comoros,2012
Male Condom,0.140136397,KMIR61FL.DTA,Comoros,2012
Female Sterilization,0.041540388,KMIR61FL.DTA,Comoros,2012
Periodic Abstinence,0.160954338,KMIR61FL.DTA,Comoros,2012
Withdrawal,0.113044157,KMIR61FL.DTA,Comoros,2012
Other,0.00466594,KMIR61FL.DTA,Comoros,2012
Implant,0.079951236,KMIR61FL.DTA,Comoros,2012
Lactational Amenorrhea,0.037184988,KMIR61FL.DTA,Comoros,2012
Female Condom,0.001278592,KMIR61FL.DTA,Comoros,2012
Pill,0.057801739,CGIR60FL.DTA,Congo,2011
IUD,0.000448436,CGIR60FL.DTA,Congo,2011
Injections,0.042650645,CGIR60FL.DTA,Congo,2011
Male Condom,0.348828288,CGIR60FL.DTA,Congo,2011
Female Sterilization,0.002093968,CGIR60FL.DTA,Congo,2011
Periodic Abstinence,0.370657945,CGIR60FL.DTA,Congo,2011
Withdrawal,0.087617872,CGIR60FL.DTA,Congo,2011
Other,0.039055055,CGIR60FL.DTA,Congo,2011
Implant,0.00213949,CGIR60FL.DTA,Congo,2011
Female Condom,0.000906075,CGIR60FL.DTA,Congo,2011
Foam Or Jelly,0.000495621,CGIR60FL.DTA,Congo,2011
Other Modern Method,0.047304865,CGIR60FL.DTA,Congo,2011
Pill,0.212309121,DRIR61FL.DTA,Dominican Republic,2013
IUD,0.025161755,DRIR61FL.DTA,Dominican Republic,2013
Injections,0.076111049,DRIR61FL.DTA,Dominican Republic,2013
Male Condom,0.081469406,DRIR61FL.DTA,Dominican Republic,2013
Female Sterilization,0.541375282,DRIR61FL.DTA,Dominican Republic,2013
Male Sterilization,0.00227103,DRIR61FL.DTA,Dominican Republic,2013
Periodic Abstinence,0.01741984,DRIR61FL.DTA,Dominican Republic,2013
Withdrawal,0.025385397,DRIR61FL.DTA,Dominican Republic,2013
Other,0.002645533,DRIR61FL.DTA,Dominican Republic,2013
Implant,0.006161937,DRIR61FL.DTA,Dominican Republic,2013
Lactational Amenorrhea,0.003618981,DRIR61FL.DTA,Dominican Republic,2013
Other Modern Method,0.006070669,DRIR61FL.DTA,Dominican Republic,2013
Pill,0.27373462,EGIR61FL.DTA,Egypt,2014
IUD,0.514127931,EGIR61FL.DTA,Egypt,2014
Diaphragm/Foam/Jelly,0.001427234,EGIR61FL.DTA,Egypt,2014
Male Condom,0.007974652,EGIR61FL.DTA,Egypt,2014
Female Sterilization,0.020726269,EGIR61FL.DTA,Egypt,2014
Periodic Abstinence,0.005531423,EGIR61FL.DTA,Egypt,2014
Withdrawal,0.004703106,EGIR61FL.DTA,Egypt,2014
Other,3.38E-05,EGIR61FL.DTA,Egypt,2014
Implant,0.009295149,EGIR61FL.DTA,Egypt,2014
Injections,0.120491259,EGIR61FL.DTA,Egypt,2014
Injection 1 Months,0.024201051,EGIR61FL.DTA,Egypt,2014
Prolonged Breastfeeding,0.017753489,EGIR61FL.DTA,Egypt,2014
Pill,0.051480331,ETIR70FL.DTA,Ethiopia,2016
IUD,0.056894457,ETIR70FL.DTA,Ethiopia,2016
Injections,0.622590594,ETIR70FL.DTA,Ethiopia,2016
Male Condom,0.004153489,ETIR70FL.DTA,Ethiopia,2016
Female Sterilization,0.011368127,ETIR70FL.DTA,Ethiopia,2016
Periodic Abstinence,0.015299786,ETIR70FL.DTA,Ethiopia,2016
Withdrawal,0.003541307,ETIR70FL.DTA,Ethiopia,2016
Implant,0.226813421,ETIR70FL.DTA,Ethiopia,2016
Lactational Amenorrhea,0.003788772,ETIR70FL.DTA,Ethiopia,2016
Emergency Contraception,0.002431207,ETIR70FL.DTA,Ethiopia,2016
Standard Days Method,0.001638509,ETIR70FL.DTA,Ethiopia,2016
Pill,0.07564205,ETIR61FL.DTA,Ethiopia,2011
IUD,0.011386756,ETIR61FL.DTA,Ethiopia,2011
Injections,0.716480182,ETIR61FL.DTA,Ethiopia,2011
Male Condom,0.014818494,ETIR61FL.DTA,Ethiopia,2011
Female Sterilization,0.018047331,ETIR61FL.DTA,Ethiopia,2011
Periodic Abstinence,0.033240378,ETIR61FL.DTA,Ethiopia,2011
Withdrawal,0.009716696,ETIR61FL.DTA,Ethiopia,2011
Other,0.002073771,ETIR61FL.DTA,Ethiopia,2011
Implant,0.117677148,ETIR61FL.DTA,Ethiopia,2011
Lactational Amenorrhea,0.000698868,ETIR61FL.DTA,Ethiopia,2011
Female Condom,0.000164237,ETIR61FL.DTA,Ethiopia,2011
Standard Days Method,5.41E-05,ETIR61FL.DTA,Ethiopia,2011
Pill,0.115692071,GAIR60FL.DTA,Gabon,2012
IUD,0.003270021,GAIR60FL.DTA,Gabon,2012
Injections,0.00656407,GAIR60FL.DTA,Gabon,2012
Male Condom,0.54997725,GAIR60FL.DTA,Gabon,2012
Female Sterilization,0.010951,GAIR60FL.DTA,Gabon,2012
Male Sterilization,0.000187034,GAIR60FL.DTA,Gabon,2012
Periodic Abstinence,0.226246022,GAIR60FL.DTA,Gabon,2012
Withdrawal,0.051645183,GAIR60FL.DTA,Gabon,2012
Other,0.009443642,GAIR60FL.DTA,Gabon,2012
Implant,0.000563518,GAIR60FL.DTA,Gabon,2012
Female Condom,0.002190109,GAIR60FL.DTA,Gabon,2012
Other Modern Method,0.02327008,GAIR60FL.DTA,Gabon,2012
Pill,0.097073636,GMIR81FL.DTA,Gambia,2019
IUD,0.030510559,GMIR81FL.DTA,Gambia,2019
Injections,0.416063897,GMIR81FL.DTA,Gambia,2019
Male Condom,0.025073506,GMIR81FL.DTA,Gambia,2019
Female Sterilization,0.026769965,GMIR81FL.DTA,Gambia,2019
Male Sterilization,0.001192961,GMIR81FL.DTA,Gambia,2019
Periodic Abstinence,0.006330752,GMIR81FL.DTA,Gambia,2019
Withdrawal,0.034428805,GMIR81FL.DTA,Gambia,2019
Other Traditional Method,0.047895735,GMIR81FL.DTA,Gambia,2019
Implant,0.306657855,GMIR81FL.DTA,Gambia,2019
Lactational Amenorrhea,0.004703661,GMIR81FL.DTA,Gambia,2019
Female Condom,0.000262387,GMIR81FL.DTA,Gambia,2019
Standard Days Method,0.003036282,GMIR81FL.DTA,Gambia,2019
Pill,0.216256406,GMIR60FL.DTA,Gambia,2013
IUD,0.039311596,GMIR60FL.DTA,Gambia,2013
Injections,0.427609496,GMIR60FL.DTA,Gambia,2013
Male Condom,0.107617995,GMIR60FL.DTA,Gambia,2013
Female Sterilization,0.057013888,GMIR60FL.DTA,Gambia,2013
Periodic Abstinence,0.015146765,GMIR60FL.DTA,Gambia,2013
Withdrawal,0.02882421,GMIR60FL.DTA,Gambia,2013
Other,0.042678415,GMIR60FL.DTA,Gambia,2013
Implant,0.064972618,GMIR60FL.DTA,Gambia,2013
Lactational Amenorrhea,0.000216951,GMIR60FL.DTA,Gambia,2013
Female Condom,0.000221867,GMIR60FL.DTA,Gambia,2013
Other Modern Method,0.000129794,GMIR60FL.DTA,Gambia,2013
Pill,0.171902108,GHIR72FL.DTA,Ghana,2014
IUD,0.023499509,GHIR72FL.DTA,Ghana,2014
Injections,0.264490816,GHIR72FL.DTA,Ghana,2014
Diaphragm,0.000763603,GHIR72FL.DTA,Ghana,2014
Male Condom,0.08963525,GHIR72FL.DTA,Ghana,2014
Female Sterilization,0.05673207,GHIR72FL.DTA,Ghana,2014
Periodic Abstinence,0.134958275,GHIR72FL.DTA,Ghana,2014
Withdrawal,0.06021772,GHIR72FL.DTA,Ghana,2014
Other,0.008420004,GHIR72FL.DTA,Ghana,2014
Implant,0.164380373,GHIR72FL.DTA,Ghana,2014
Lactational Amenorrhea,0.004833189,GHIR72FL.DTA,Ghana,2014
Female Condom,0.002026575,GHIR72FL.DTA,Ghana,2014
Foam Or Jelly,0.000884241,GHIR72FL.DTA,Ghana,2014
Other Modern Method,0.017256266,GHIR72FL.DTA,Ghana,2014
Pill,0.054932849,GUIR71FL.DTA,Guatemala,2014
IUD,0.026077035,GUIR71FL.DTA,Guatemala,2014
Injections,0.261928898,GUIR71FL.DTA,Guatemala,2014
Male Condom,0.075916714,GUIR71FL.DTA,Guatemala,2014
Female Sterilization,0.354733006,GUIR71FL.DTA,Guatemala,2014
Male Sterilization,0.009156223,GUIR71FL.DTA,Guatemala,2014
Periodic Abstinence,0.088812479,GUIR71FL.DTA,Guatemala,2014
Withdrawal,0.092918007,GUIR71FL.DTA,Guatemala,2014
Other,0.000759553,GUIR71FL.DTA,Guatemala,2014
Implant,0.030823299,GUIR71FL.DTA,Guatemala,2014
Lactational Amenorrhea,0.00178992,GUIR71FL.DTA,Guatemala,2014
Other Modern Method,0.000263282,GUIR71FL.DTA,Guatemala,2014
Standard Days Method,0.001676399,GUIR71FL.DTA,Guatemala,2014
Diaphragm/Foam/Jelly,0.000212335,GUIR71FL.DTA,Guatemala,2014
Pill,0.160258498,GNIR71FL.DTA,Guinea,2018
IUD,0.043818143,GNIR71FL.DTA,Guinea,2018
Injections,0.176931993,GNIR71FL.DTA,Guinea,2018
Male Condom,0.122778755,GNIR71FL.DTA,Guinea,2018
Female Sterilization,0.010019945,GNIR71FL.DTA,Guinea,2018
Male Sterilization,0.007780926,GNIR71FL.DTA,Guinea,2018
Periodic Abstinence,0.007432438,GNIR71FL.DTA,Guinea,2018
Withdrawal,0.011315203,GNIR71FL.DTA,Guinea,2018
Other Traditional Method,0.009726647,GNIR71FL.DTA,Guinea,2018
Implant,0.185020013,GNIR71FL.DTA,Guinea,2018
Lactational Amenorrhea,0.234966824,GNIR71FL.DTA,Guinea,2018
Emergency Contraception,0.001992436,GNIR71FL.DTA,Guinea,2018
Other Modern Method,0.000558561,GNIR71FL.DTA,Guinea,2018
Standard Days Method,0.027399617,GNIR71FL.DTA,Guinea,2018
Pill,0.187634748,GNIR62FL.DTA,Guinea,2012
IUD,0.020292836,GNIR62FL.DTA,Guinea,2012
Injections,0.186230704,GNIR62FL.DTA,Guinea,2012
Male Condom,0.27929798,GNIR62FL.DTA,Guinea,2012
Female Sterilization,0.006885802,GNIR62FL.DTA,Guinea,2012
Male Sterilization,0.001147062,GNIR62FL.DTA,Guinea,2012
Periodic Abstinence,0.088416235,GNIR62FL.DTA,Guinea,2012
Withdrawal,0.040252928,GNIR62FL.DTA,Guinea,2012
Other,0.043595105,GNIR62FL.DTA,Guinea,2012
Implant,0.01135541,GNIR62FL.DTA,Guinea,2012
Lactational Amenorrhea,0.12887805,GNIR62FL.DTA,Guinea,2012
Female Condom,0.001172481,GNIR62FL.DTA,Guinea,2012
Other Modern Method,0.00484066,GNIR62FL.DTA,Guinea,2012
Pill,0.151782077,HNIR62FL.DTA,Honduras,2011
IUD,0.094506538,HNIR62FL.DTA,Honduras,2011
Injections,0.229452054,HNIR62FL.DTA,Honduras,2011
Male Condom,0.074211313,HNIR62FL.DTA,Honduras,2011
Female Sterilization,0.32456478,HNIR62FL.DTA,Honduras,2011
Male Sterilization,0.003584562,HNIR62FL.DTA,Honduras,2011
Periodic Abstinence,0.036730427,HNIR62FL.DTA,Honduras,2011
Withdrawal,0.082426125,HNIR62FL.DTA,Honduras,2011
Other,0.00152592,HNIR62FL.DTA,Honduras,2011
Implant,7.46E-05,HNIR62FL.DTA,Honduras,2011
Lactational Amenorrhea,0.000289107,HNIR62FL.DTA,Honduras,2011
Female Condom,3.05E-05,HNIR62FL.DTA,Honduras,2011
Standard Days Method,0.000822078,HNIR62FL.DTA,Honduras,2011
Pill,0.07356498,IAIR7DFL.DTA,India,2019
IUD,0.030602375,IAIR7DFL.DTA,India,2019
Injections,0.008176132,IAIR7DFL.DTA,India,2019
Diaphragm,9.96E-05,IAIR7DFL.DTA,India,2019
Male Condom,0.140169377,IAIR7DFL.DTA,India,2019
Female Sterilization,0.579543783,IAIR7DFL.DTA,India,2019
Male Sterilization,0.004492193,IAIR7DFL.DTA,India,2019
Periodic Abstinence,0.090216983,IAIR7DFL.DTA,India,2019
Withdrawal,0.05833546,IAIR7DFL.DTA,India,2019
Other Traditional Method,1.49E-05,IAIR7DFL.DTA,India,2019
Lactational Amenorrhea,0.010655367,IAIR7DFL.DTA,India,2019
Female Condom,0.000461992,IAIR7DFL.DTA,India,2019
Foam Or Jelly,4.65E-05,IAIR7DFL.DTA,India,2019
Emergency Contraception,0.000825109,IAIR7DFL.DTA,India,2019
Other Modern Method,7.31E-07,IAIR7DFL.DTA,India,2019
Standard Days Method,0.002794573,IAIR7DFL.DTA,India,2019
Pill,0.072977988,IAIR73FL.DTA,India,2015
IUD,0.027689379,IAIR73FL.DTA,India,2015
Injections,0.003309882,IAIR73FL.DTA,India,2015
Diaphragm,4.03E-06,IAIR73FL.DTA,India,2015
Male Condom,0.102034358,IAIR73FL.DTA,India,2015
Female Sterilization,0.682906256,IAIR73FL.DTA,India,2015
Male Sterilization,0.004970167,IAIR73FL.DTA,India,2015
Periodic Abstinence,0.06332237,IAIR73FL.DTA,India,2015
Withdrawal,0.040666047,IAIR73FL.DTA,India,2015
Lactational Amenorrhea,0.001428087,IAIR73FL.DTA,India,2015
Female Condom,0.000475655,IAIR73FL.DTA,India,2015
Foam Or Jelly,7.03E-05,IAIR73FL.DTA,India,2015
Standard Days Method,0.000145433,IAIR73FL.DTA,India,2015
Pill,0.18995091,IDIR71FL.DTA,Indonesia,2017
IUD,0.075182317,IDIR71FL.DTA,Indonesia,2017
Injections,0.387610563,IDIR71FL.DTA,Indonesia,2017
Male Condom,0.039911606,IDIR71FL.DTA,Indonesia,2017
Female Sterilization,0.060137977,IDIR71FL.DTA,Indonesia,2017
Male Sterilization,0.002642316,IDIR71FL.DTA,Indonesia,2017
Periodic Abstinence,0.029896203,IDIR71FL.DTA,Indonesia,2017
Withdrawal,0.066440669,IDIR71FL.DTA,Indonesia,2017
Other Traditional Method,0.004310843,IDIR71FL.DTA,Indonesia,2017
Implant,0.074798161,IDIR71FL.DTA,Indonesia,2017
Lactational Amenorrhea,0.001427103,IDIR71FL.DTA,Indonesia,2017
Other Modern Method,0.000255583,IDIR71FL.DTA,Indonesia,2017
Injection 1 Months,0.06743575,IDIR71FL.DTA,Indonesia,2017
Pill,0.218233232,IDIR63FL.DTA,Indonesia,2012
IUD,0.064944803,IDIR63FL.DTA,Indonesia,2012
Injections,0.513467306,IDIR63FL.DTA,Indonesia,2012
Male Condom,0.028378508,IDIR63FL.DTA,Indonesia,2012
Female Sterilization,0.053536684,IDIR63FL.DTA,Indonesia,2012
Male Sterilization,0.002490795,IDIR63FL.DTA,Indonesia,2012
Periodic Abstinence,0.021059915,IDIR63FL.DTA,Indonesia,2012
Withdrawal,0.037527442,IDIR63FL.DTA,Indonesia,2012
Other Traditional Method,0.006024487,IDIR63FL.DTA,Indonesia,2012
Implant,0.053538587,IDIR63FL.DTA,Indonesia,2012
Lactational Amenorrhea,0.000738747,IDIR63FL.DTA,Indonesia,2012
Other Modern Method,5.95E-05,IDIR63FL.DTA,Indonesia,2012
Pill,0.151079477,JOIR72FL.DTA,Jordan,2017
IUD,0.401401472,JOIR72FL.DTA,Jordan,2017
Injections,0.014731323,JOIR72FL.DTA,Jordan,2017
Male Condom,0.09916702,JOIR72FL.DTA,Jordan,2017
Female Sterilization,0.029639903,JOIR72FL.DTA,Jordan,2017
Male Sterilization,7.02E-05,JOIR72FL.DTA,Jordan,2017
